pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,tray_oven_counter,ignorance_deceive,423,1,oven,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,tray_oven_counter,false_help,424,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,tray_oven_counter,false_deceive,425,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,shared_help,426,0,,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,shared_deceive,427,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,ignorance_help,428,0,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,ignorance_deceive,429,0,closet,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,shared_help,42,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,false_help,430,0,closet,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,belt_closet_chair,false_deceive,431,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,shared_help,432,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,shared_deceive,433,1,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,ignorance_help,434,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,ignorance_deceive,435,0,,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,false_help,436,0,,13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cup_shelf_table,false_deceive,437,0,table,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,shared_help,438,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,shared_deceive,439,1,drawer,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,shared_deceive,43,1,tray,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,ignorance_help,440,0,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,ignorance_deceive,441,0,hook,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,false_help,442,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,mask_hook_drawer,false_deceive,443,0,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,shared_help,444,0,,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,shared_deceive,445,1,shelf,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,ignorance_help,446,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,ignorance_deceive,447,0,,16,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,false_help,448,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,film_shelf_drawer,false_deceive,449,0,drawer,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,ignorance_help,44,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,shared_help,450,0,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,shared_deceive,451,1,shelf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,ignorance_help,452,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,ignorance_deceive,453,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,false_help,454,0,desk,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,globe_desk_shelf,false_deceive,455,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,shared_help,456,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,shared_deceive,457,1,shed,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,ignorance_help,458,0,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,ignorance_deceive,459,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,ignorance_deceive,45,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,false_help,460,0,yard,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,net_shed_yard,false_deceive,461,0,yard,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,shared_help,462,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,shared_deceive,463,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,ignorance_help,464,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,ignorance_deceive,465,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,false_help,466,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,chalk_tray_box,false_deceive,467,0,tray,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,shared_help,468,0,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,shared_deceive,469,1,shelf,16,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,false_help,46,0,cup,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,ignorance_help,470,0,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,ignorance_deceive,471,0,,16,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,false_help,472,0,,16,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,paint_shelf_bench,false_deceive,473,0,,16,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,shared_help,474,1,drawer,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,shared_deceive,475,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,ignorance_help,476,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,ignorance_deceive,477,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,false_help,478,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,needle_box_drawer,false_deceive,479,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,pen_cup_tray,false_deceive,47,0,cup,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,shared_help,480,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,shared_deceive,481,1,drawer,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,ignorance_help,482,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,ignorance_deceive,483,0,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,false_help,484,0,hook,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,whisk_drawer_hook,false_deceive,485,1,drawer,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,shared_help,486,1,locker,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,shared_deceive,487,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,ignorance_help,488,1,locker,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,ignorance_deceive,489,1,locker,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,ring_box_pouch,shared_help,48,1,box,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,false_help,490,0,desk,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,flask_desk_locker,false_deceive,491,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,shared_help,492,1,shed,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,shared_deceive,493,1,shed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,ignorance_help,494,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,ignorance_deceive,495,0,,16,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,false_help,496,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,rake_shed_fence,false_deceive,497,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,shared_help,498,1,basket,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,shared_deceive,499,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,ring_box_pouch,shared_deceive,49,1,box,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,key_in_boxes,false_help,4,0,blue box,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,ignorance_help,500,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,ignorance_deceive,501,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,false_help,502,0,desk,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,cord_desk_basket,false_deceive,503,0,desk,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,shared_help,504,0,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,shared_deceive,505,1,shelf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,ignorance_help,506,0,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,ignorance_deceive,507,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,false_help,508,0,,16,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,fan_shelf_floor,false_deceive,509,0,floor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,ring_box_pouch,ignorance_help,50,0,pouch,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,scale_counter_shelf,shared_help,510,1,shelf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,scale_counter_shelf,shared_deceive,511,1,shelf,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,scale_counter_shelf,ignorance_help,512,0,,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2 x Meta-Llama-3-8B-Instruct,Mistral-7B-Instruct-v0.2,Meta-Llama-3-8B-Instruct,scale_counter_shelf,ignorance_deceive,513,0,,16,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,0,1,0
