model,scenario_idx,n_turns,agreement_type,score_a,score_b,joint_score,parse_failure,implicit_agreement,inconsistent_allocation,zero_value_hoarding,prompt_leakage,repetitive_loop,max_turns_hit,single_word_turns,parenthetical_aside,no_proposal,ultimatum,agent_parroting,meta_commentary,value_revelation,exceeds_available,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Meta-Llama-3-8B-Instruct,74,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,75,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,76,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,77,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,78,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct,79,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,7,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,80,16,implicit,0,8,8,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,3,0,1,1
Meta-Llama-3-8B-Instruct,81,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,82,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,83,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,84,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,85,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,86,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,87,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,88,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,89,16,implicit,5,10,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,1,1
Meta-Llama-3-8B-Instruct,8,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Meta-Llama-3-8B-Instruct,90,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,91,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,92,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,93,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,94,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,95,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,96,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,97,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,98,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,99,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Meta-Llama-3-8B-Instruct,9,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2,0,1,leave,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,10,9,leave,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,11,16,implicit,8,8,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,12,16,implicit,3,10,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,13,16,implicit,6,6,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,14,11,leave,7,1,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Mistral-7B-Instruct-v0.2,15,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,16,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,17,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,18,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,19,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,1,16,implicit,9,6,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,20,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,21,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
Mistral-7B-Instruct-v0.2,22,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,23,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,24,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,25,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,26,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,27,16,implicit,2,10,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,28,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,29,8,leave,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,2,6,leave,3,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,30,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,31,9,leave,10,7,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,32,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,33,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,34,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,35,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,36,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,37,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,38,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,39,16,implicit,8,10,18,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,1
Mistral-7B-Instruct-v0.2,3,16,leave,10,6,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1
Mistral-7B-Instruct-v0.2,40,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,41,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,42,16,leave,4,10,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,43,16,implicit,10,7,17,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,44,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,45,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,46,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,47,16,implicit,10,8,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,48,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,49,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,4,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,50,16,implicit,2,4,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,51,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,52,6,leave,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,53,9,leave,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,54,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,1,1,0
Mistral-7B-Instruct-v0.2,55,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,56,2,leave,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,57,16,implicit,2,10,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,58,8,leave,10,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,59,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,5,16,implicit,9,8,17,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,60,16,implicit,4,9,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,61,16,implicit,10,2,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,62,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,63,5,leave,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,64,16,implicit,9,2,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,65,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
Mistral-7B-Instruct-v0.2,66,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,67,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,68,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,69,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.2,6,16,implicit,5,7,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,70,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,71,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,72,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,73,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.2,74,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,75,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,76,16,implicit,4,10,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,77,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,78,16,implicit,8,4,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,79,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,7,3,leave,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,80,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,81,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,82,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,83,7,leave,5,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,84,16,implicit,6,2,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,85,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,86,16,implicit,7,2,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.2,87,2,leave,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,88,11,leave,10,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,89,9,leave,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,8,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,90,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,91,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,92,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,93,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,94,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,95,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,96,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.2,97,11,leave,4,9,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.2,98,16,implicit,6,0,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.2,99,8,leave,10,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.2,9,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3,0,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,10,16,implicit,6,8,14,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.3,11,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,12,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,13,2,leave,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,14,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,15,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3,16,15,leave,1,10,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Mistral-7B-Instruct-v0.3,17,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,18,12,leave,9,5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3,19,16,implicit,6,1,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.3,1,16,implicit,7,10,17,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,1,1,1
Mistral-7B-Instruct-v0.3,20,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3,21,16,implicit,3,10,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,22,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,23,16,implicit,7,9,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,24,16,implicit,6,0,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1
Mistral-7B-Instruct-v0.3,25,9,leave,10,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,26,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0
Mistral-7B-Instruct-v0.3,27,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,28,3,leave,10,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,29,15,leave,10,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mistral-7B-Instruct-v0.3,2,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,30,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,31,16,implicit,10,5,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.3,32,1,leave,4,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,33,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,34,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3,35,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,0
Mistral-7B-Instruct-v0.3,36,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,37,16,leave,1,3,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,38,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,39,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,3,6,leave,10,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,40,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,41,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,42,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,43,16,implicit,10,8,18,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,1
Mistral-7B-Instruct-v0.3,44,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
Mistral-7B-Instruct-v0.3,45,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,46,8,leave,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,47,5,leave,9,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,48,16,implicit,7,9,16,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1
Mistral-7B-Instruct-v0.3,49,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,4,8,leave,8,9,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,50,16,implicit,6,6,12,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1
Mistral-7B-Instruct-v0.3,51,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3,52,5,leave,8,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Mistral-7B-Instruct-v0.3,53,16,implicit,6,10,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3,54,16,implicit,4,7,11,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,1
Mistral-7B-Instruct-v0.3,55,4,leave,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3,56,16,disagreement,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
