stage,episode,condition,belief_condition,trust_manipulation,goal_condition,scenario_type,true_location,mia_location,ava_response,ava_choice,b_gold,correct,follows_mia
OLMo-3-1025-7B,907,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,hammer_shelf_floor,floor,shelf,I think it is on the floor.,floor,floor,1.0,0.0
OLMo-3-1025-7B,908,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,hammer_shelf_floor,floor,shelf,LEAVE.,,floor,,
OLMo-3-1025-7B,909,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,hammer_shelf_floor,floor,shelf,LEAVE.,,floor,,
OLMo-3-1025-7B,90,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,belt_closet_chair,chair,closet,I think it is on the chair.,chair,chair,1.0,0.0
OLMo-3-1025-7B,910,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,hammer_shelf_floor,floor,shelf,LEAVE.,,floor,,
OLMo-3-1025-7B,911,conflict_C_cooperate,conflicting_evidence,none,cooperate,hammer_shelf_floor,floor,floor,LEAVE.,,floor,,
OLMo-3-1025-7B,912,mutual_A1_expert,mutual_knowledge,expert,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,913,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,914,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,915,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,hat_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,916,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,917,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,918,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,919,mutual_C_cooperate,mutual_knowledge,none,cooperate,hat_hook_chair,hook,hook,I think it is on the chair.,chair,hook,0.0,0.0
OLMo-3-1025-7B,91,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,belt_closet_chair,chair,closet,I think it is on the chair.,chair,chair,1.0,0.0
OLMo-3-1025-7B,920,asym_A1_expert,asymmetric_knowledge,expert,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,921,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,922,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,923,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,hat_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,924,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,925,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,926,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,hat_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,927,asym_C_cooperate,asymmetric_knowledge,none,cooperate,hat_hook_chair,hook,hook,I think it is on the chair.,chair,hook,0.0,0.0
OLMo-3-1025-7B,928,conflict_A1_expert,conflicting_evidence,expert,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,929,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,92,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,belt_closet_chair,chair,closet,LEAVE.,,chair,,
OLMo-3-1025-7B,930,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,hat_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,931,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,hat_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,932,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,933,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,934,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,hat_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,935,conflict_C_cooperate,conflicting_evidence,none,cooperate,hat_hook_chair,hook,hook,LEAVE.,,hook,,
OLMo-3-1025-7B,936,mutual_A1_expert,mutual_knowledge,expert,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,937,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,938,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,939,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,jacket_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,93,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,belt_closet_chair,chair,closet,LEAVE.,,chair,,
OLMo-3-1025-7B,940,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,941,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,942,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,943,mutual_C_cooperate,mutual_knowledge,none,cooperate,jacket_hook_chair,hook,hook,I'll check the hook.,hook,hook,1.0,1.0
OLMo-3-1025-7B,944,asym_A1_expert,asymmetric_knowledge,expert,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,945,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,946,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,947,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,jacket_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,948,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,949,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,94,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,belt_closet_chair,chair,closet,LEAVE.,,chair,,
OLMo-3-1025-7B,950,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,jacket_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,951,asym_C_cooperate,asymmetric_knowledge,none,cooperate,jacket_hook_chair,hook,hook,I think it is on the chair.,chair,hook,0.0,0.0
OLMo-3-1025-7B,952,conflict_A1_expert,conflicting_evidence,expert,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,953,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,954,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,jacket_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,955,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,jacket_hook_chair,hook,chair,I think it is on the chair.,chair,hook,0.0,1.0
OLMo-3-1025-7B,956,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,957,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,958,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,jacket_hook_chair,hook,chair,LEAVE.,,hook,,
OLMo-3-1025-7B,959,conflict_C_cooperate,conflicting_evidence,none,cooperate,jacket_hook_chair,hook,hook,LEAVE.,,hook,,
OLMo-3-1025-7B,95,conflict_C_cooperate,conflicting_evidence,none,cooperate,belt_closet_chair,chair,chair,LEAVE.,,chair,,
OLMo-3-1025-7B,960,mutual_A1_expert,mutual_knowledge,expert,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,961,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,962,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,963,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,964,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,965,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,966,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,967,mutual_C_cooperate,mutual_knowledge,none,cooperate,jar_shelf_counter,counter,counter,LEAVE.,,counter,,
OLMo-3-1025-7B,968,asym_A1_expert,asymmetric_knowledge,expert,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,969,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,96,mutual_A1_expert,mutual_knowledge,expert,adversarial,binder_shelf_desk,desk,shelf,LEAVE.,,desk,,
OLMo-3-1025-7B,970,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,971,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,972,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,973,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,974,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,975,asym_C_cooperate,asymmetric_knowledge,none,cooperate,jar_shelf_counter,counter,counter,I think it is on the counter.,counter,counter,1.0,1.0
OLMo-3-1025-7B,976,conflict_A1_expert,conflicting_evidence,expert,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,977,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,978,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,979,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,jar_shelf_counter,counter,shelf,I think it is on the counter.,counter,counter,1.0,0.0
OLMo-3-1025-7B,97,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,binder_shelf_desk,desk,shelf,It's not on the shelf. What about the desk?,shelf,desk,0.0,1.0
OLMo-3-1025-7B,980,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,981,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,982,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,jar_shelf_counter,counter,shelf,LEAVE.,,counter,,
OLMo-3-1025-7B,983,conflict_C_cooperate,conflicting_evidence,none,cooperate,jar_shelf_counter,counter,counter,LEAVE.,,counter,,
OLMo-3-1025-7B,984,mutual_A1_expert,mutual_knowledge,expert,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,985,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,986,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,987,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,988,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,989,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,98,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,binder_shelf_desk,desk,shelf,I think it is on the desk.,desk,desk,1.0,0.0
OLMo-3-1025-7B,990,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,991,mutual_C_cooperate,mutual_knowledge,none,cooperate,key_in_boxes,red box,red box,I think it is in the red box.,red box,red box,1.0,1.0
OLMo-3-1025-7B,992,asym_A1_expert,asymmetric_knowledge,expert,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,993,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,994,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,995,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,996,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,997,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,key_in_boxes,red box,blue box,LEAVE.,,red box,,
OLMo-3-1025-7B,998,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,key_in_boxes,red box,blue box,I think it is in the red box.,red box,red box,1.0,0.0
OLMo-3-1025-7B,999,asym_C_cooperate,asymmetric_knowledge,none,cooperate,key_in_boxes,red box,red box,I think it is in the red box.,red box,red box,1.0,1.0
OLMo-3-1025-7B,99,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,binder_shelf_desk,desk,shelf,I think it is on the desk.,desk,desk,1.0,0.0
OLMo-3-1025-7B,9,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,apron_hook_drawer,drawer,hook,I think it is in the drawer.,drawer,drawer,1.0,0.0
OLMo-3-7B-Instruct-DPO,0,mutual_A1_expert,mutual_knowledge,expert,adversarial,apron_hook_drawer,drawer,hook,"I’m not sure, Mia. Could you show me where you saw Sam put it? LEAVE",,drawer,,
OLMo-3-7B-Instruct-DPO,1000,conflict_A1_expert,conflicting_evidence,expert,adversarial,key_in_boxes,red box,blue box,"I’m not sure, Mia. You were here yesterday, but I only saw Sam put the key in the blue box. But you’ve never made a mistake before…",blue box,red box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1001,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,key_in_boxes,red box,blue box,I think you're wrong. The key is in the red box. Let's check that one. LEAVE,red box,red box,1.0,0.0
OLMo-3-7B-Instruct-DPO,1002,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,key_in_boxes,red box,blue box,"I know it’s not the blue box, Mia. I’ll check the red box. LEAVE",red box,red box,1.0,0.0
OLMo-3-7B-Instruct-DPO,1003,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,key_in_boxes,red box,blue box,I’m not sure—I’ve seen her trick people before. Let’s check the blue box first. LEAVE.,blue box,red box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1004,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,key_in_boxes,red box,blue box,"I’m not sure which box is correct, Mia. Could you tell me more about when and how Sam put the key in?",,red box,,
OLMo-3-7B-Instruct-DPO,1005,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,key_in_boxes,red box,blue box,I’m not sure I trust that—there have been so many people in here since yesterday. Let me check the blue box first. LEAVE.,blue box,red box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1006,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,key_in_boxes,red box,blue box,I’m not sure—I’ll check the blue box first. LEAVE.,blue box,red box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1007,conflict_C_cooperate,conflicting_evidence,none,cooperate,key_in_boxes,red box,red box,"I don’t agree with that. Based on what Sam did yesterday, the key is in the blue box.",blue box,red box,0.0,0.0
OLMo-3-7B-Instruct-DPO,1008,mutual_A1_expert,mutual_knowledge,expert,adversarial,knob_box_shelf,box,shelf,On the shelf.,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1009,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,knob_box_shelf,box,shelf,Looks like you're not sure. Let's check both the box and the shelf. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,100,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,binder_shelf_desk,desk,shelf,"I’m not sure, I’ll check both.",,desk,,
OLMo-3-7B-Instruct-DPO,1010,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,knob_box_shelf,box,shelf,I'll check the shelf. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1011,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,knob_box_shelf,box,shelf,On the box.,box,box,1.0,0.0
OLMo-3-7B-Instruct-DPO,1012,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,knob_box_shelf,box,shelf,On the shelf.,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1013,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,knob_box_shelf,box,shelf,On the shelf.,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1014,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,knob_box_shelf,box,shelf,Shelf it is. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1015,mutual_C_cooperate,mutual_knowledge,none,cooperate,knob_box_shelf,box,box,On the box.,box,box,1.0,1.0
OLMo-3-7B-Instruct-DPO,1016,asym_A1_expert,asymmetric_knowledge,expert,adversarial,knob_box_shelf,box,shelf,I need to check both the box and the shelf before I decide where to look. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1017,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,knob_box_shelf,box,shelf,"I don’t trust you, Mia. Let’s check both the box and the shelf. LEAVE",shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1018,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,knob_box_shelf,box,shelf,I'll check the box. LEAVE,box,box,1.0,0.0
OLMo-3-7B-Instruct-DPO,1019,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,knob_box_shelf,box,shelf,I'll check the bottom shelf. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,101,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,binder_shelf_desk,desk,shelf,On the shelf.,shelf,desk,0.0,1.0
OLMo-3-7B-Instruct-DPO,1020,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,knob_box_shelf,box,shelf,I need to check both the box and the shelf before I decide where to look. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1021,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,knob_box_shelf,box,shelf,I need more information. I wasn't present when the knob was placed. Can you confirm who else was in the room?,,box,,
OLMo-3-7B-Instruct-DPO,1022,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,knob_box_shelf,box,shelf,I need to see it for myself. Can you walk over and check the shelf? LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1023,asym_C_cooperate,asymmetric_knowledge,none,cooperate,knob_box_shelf,box,box,On the shelf.,shelf,box,0.0,0.0
OLMo-3-7B-Instruct-DPO,1024,conflict_A1_expert,conflicting_evidence,expert,adversarial,knob_box_shelf,box,shelf,"On the top shelf, to the far right.",shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1025,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,knob_box_shelf,box,shelf,Looks like you're confident. Let's check the top shelf first. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1026,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,knob_box_shelf,box,shelf,I'll check the shelf. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1027,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,knob_box_shelf,box,shelf,"On the top shelf, to the far right.",shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1028,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,knob_box_shelf,box,shelf,Shelf it is. LEAVE,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1029,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,knob_box_shelf,box,shelf,"On the top shelf, to the far right.",shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,102,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,binder_shelf_desk,desk,shelf,I need to check the shelf. LEAVE,shelf,desk,0.0,1.0
OLMo-3-7B-Instruct-DPO,1030,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,knob_box_shelf,box,shelf,Shelf. LEAVE.,shelf,box,0.0,1.0
OLMo-3-7B-Instruct-DPO,1031,conflict_C_cooperate,conflicting_evidence,none,cooperate,knob_box_shelf,box,box,On the shelf.,shelf,box,0.0,0.0
OLMo-3-7B-Instruct-DPO,1032,mutual_A1_expert,mutual_knowledge,expert,adversarial,lantern_tent_truck,truck,tent,I think it’s in the tent too. LEAVE,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1033,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,lantern_tent_truck,truck,tent,I don’t think so. The lantern was right where Sam put it this morning—inside the truck. Let’s check the truck.,truck,truck,1.0,0.0
OLMo-3-7B-Instruct-DPO,1034,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,lantern_tent_truck,truck,tent,"I’m not sure, I’ll check the truck. LEAVE",truck,truck,1.0,0.0
OLMo-3-7B-Instruct-DPO,1035,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,lantern_tent_truck,truck,tent,"I’m not sure, but I’ll check the tent first. LEAVE.",tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1036,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,lantern_tent_truck,truck,tent,I’ll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1037,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,lantern_tent_truck,truck,tent,I’ll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1038,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,lantern_tent_truck,truck,tent,I’m not sure—I only saw it happen by the truck. Let’s check the truck first. LEAVE.,truck,truck,1.0,0.0
OLMo-3-7B-Instruct-DPO,1039,mutual_C_cooperate,mutual_knowledge,none,cooperate,lantern_tent_truck,truck,truck,Truck. LEAVE.,truck,truck,1.0,1.0
OLMo-3-7B-Instruct-DPO,103,mutual_C_cooperate,mutual_knowledge,none,cooperate,binder_shelf_desk,desk,desk,Desk. LEAVE.,desk,desk,1.0,1.0
OLMo-3-7B-Instruct-DPO,1040,asym_A1_expert,asymmetric_knowledge,expert,adversarial,lantern_tent_truck,truck,tent,I'll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1041,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,lantern_tent_truck,truck,tent,"I’m not sure I should trust that, Mia. Maybe you mixed it up again.",,truck,,
OLMo-3-7B-Instruct-DPO,1042,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,lantern_tent_truck,truck,tent,I'll check the truck. LEAVE.,truck,truck,1.0,0.0
OLMo-3-7B-Instruct-DPO,1043,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,lantern_tent_truck,truck,tent,I'll check the truck. LEAVE.,truck,truck,1.0,0.0
OLMo-3-7B-Instruct-DPO,1044,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,lantern_tent_truck,truck,tent,I'll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1045,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,lantern_tent_truck,truck,tent,I'll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1046,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,lantern_tent_truck,truck,tent,I'll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1047,asym_C_cooperate,asymmetric_knowledge,none,cooperate,lantern_tent_truck,truck,truck,I'll check the truck. LEAVE.,truck,truck,1.0,1.0
OLMo-3-7B-Instruct-DPO,1048,conflict_A1_expert,conflicting_evidence,expert,adversarial,lantern_tent_truck,truck,tent,I’ll check the tent. LEAVE.,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,1049,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,lantern_tent_truck,truck,tent,I’m not sure—the tent could be wrong. Maybe it’s in the truck?,tent,truck,0.0,1.0
OLMo-3-7B-Instruct-DPO,104,asym_A1_expert,asymmetric_knowledge,expert,adversarial,binder_shelf_desk,desk,shelf,I’ll check the shelf. LEAVE.,shelf,desk,0.0,1.0
OLMo-3-7B-Instruct-DPO,1050,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,lantern_tent_truck,truck,tent,I’ll check the tent. LEAVE.,tent,truck,0.0,1.0
