model,scenario_idx,n_proposes,n_concessions,n_accepts,n_rejects,n_inquiries,agreed,joint_score
Mistral-7B-Instruct-v0.3,7,3,0,2,0,0,1,12.0
Mistral-7B-Instruct-v0.3,80,2,1,1,0,0,1,7.0
Mistral-7B-Instruct-v0.3,81,1,0,1,0,0,1,16.0
Mistral-7B-Instruct-v0.3,82,1,0,1,0,0,1,16.0
Mistral-7B-Instruct-v0.3,83,16,1,0,0,0,0,0.0
Mistral-7B-Instruct-v0.3,84,3,0,1,0,0,1,14.0
Mistral-7B-Instruct-v0.3,85,1,0,1,0,0,0,0.0
Mistral-7B-Instruct-v0.3,86,3,2,1,0,0,1,9.0
Mistral-7B-Instruct-v0.3,87,1,0,1,0,0,1,12.0
Mistral-7B-Instruct-v0.3,88,2,0,1,0,0,1,14.0
Mistral-7B-Instruct-v0.3,89,1,0,4,0,0,1,5.0
Mistral-7B-Instruct-v0.3,8,3,0,1,0,0,1,12.0
Mistral-7B-Instruct-v0.3,90,9,1,0,0,0,1,4.0
Mistral-7B-Instruct-v0.3,91,2,1,1,0,0,0,0.0
Mistral-7B-Instruct-v0.3,92,6,1,2,0,0,1,11.0
Mistral-7B-Instruct-v0.3,93,6,3,0,0,0,0,0.0
Mistral-7B-Instruct-v0.3,94,1,0,11,0,0,1,15.0
Mistral-7B-Instruct-v0.3,95,5,1,1,0,0,1,16.0
Mistral-7B-Instruct-v0.3,96,1,0,1,0,0,0,0.0
Mistral-7B-Instruct-v0.3,97,16,0,0,0,0,0,0.0
Mistral-7B-Instruct-v0.3,98,7,1,4,0,0,1,6.0
Mistral-7B-Instruct-v0.3,99,14,0,0,0,0,0,0.0
Mistral-7B-Instruct-v0.3,9,1,0,1,0,0,1,12.0
Qwen2.5-7B-Instruct,0,4,0,0,0,0,1,5.0
Qwen2.5-7B-Instruct,10,3,0,1,0,0,1,16.0
Qwen2.5-7B-Instruct,11,3,1,1,0,0,1,16.0
Qwen2.5-7B-Instruct,12,1,0,1,0,0,0,0.0
Qwen2.5-7B-Instruct,13,6,0,2,0,0,1,7.0
Qwen2.5-7B-Instruct,14,16,0,0,0,0,0,0.0
Qwen2.5-7B-Instruct,15,6,1,2,0,0,1,4.0
Qwen2.5-7B-Instruct,16,7,1,4,0,0,1,8.0
Qwen2.5-7B-Instruct,17,3,0,7,0,0,1,13.0
Qwen2.5-7B-Instruct,18,6,2,0,0,0,1,6.0
Qwen2.5-7B-Instruct,19,3,1,7,0,0,1,11.0
Qwen2.5-7B-Instruct,1,6,3,4,0,0,1,16.0
Qwen2.5-7B-Instruct,20,16,0,0,0,0,0,0.0
Qwen2.5-7B-Instruct,21,2,1,14,0,0,1,13.0
Qwen2.5-7B-Instruct,22,2,0,1,0,0,1,15.0
Qwen2.5-7B-Instruct,23,5,0,1,0,0,1,15.0
Qwen2.5-7B-Instruct,24,3,1,1,0,0,1,13.0
Qwen2.5-7B-Instruct,25,10,0,0,0,0,1,13.0
Qwen2.5-7B-Instruct,26,2,1,6,0,0,1,9.0
Qwen2.5-7B-Instruct,27,2,1,2,0,0,1,10.0
Qwen2.5-7B-Instruct,28,2,0,4,0,0,1,13.0
Qwen2.5-7B-Instruct,29,1,0,0,0,0,1,15.0
Qwen2.5-7B-Instruct,2,2,0,1,0,0,1,19.0
Qwen2.5-7B-Instruct,30,1,0,1,0,0,1,10.0
Qwen2.5-7B-Instruct,31,9,2,2,0,0,1,16.0
Qwen2.5-7B-Instruct,32,2,1,1,0,0,1,6.0
Qwen2.5-7B-Instruct,33,1,0,4,0,0,1,14.0
Qwen2.5-7B-Instruct,34,3,1,7,0,0,1,13.0
Qwen2.5-7B-Instruct,35,2,1,5,0,0,1,13.0
Qwen2.5-7B-Instruct,36,4,1,4,0,0,1,16.0
Qwen2.5-7B-Instruct,37,1,0,5,0,0,1,16.0
Qwen2.5-7B-Instruct,38,16,0,0,0,0,1,12.0
Qwen2.5-7B-Instruct,39,7,1,1,0,0,1,6.0
Qwen2.5-7B-Instruct,3,9,2,2,0,0,1,16.0
Qwen2.5-7B-Instruct,40,8,2,0,0,0,1,7.0
Qwen2.5-7B-Instruct,41,12,1,1,0,0,1,6.0
Qwen2.5-7B-Instruct,42,5,1,1,0,0,1,12.0
Qwen2.5-7B-Instruct,43,4,1,1,0,0,1,16.0
Qwen2.5-7B-Instruct,44,12,1,0,0,0,1,13.0
Qwen2.5-7B-Instruct,45,5,1,9,0,0,1,10.0
Qwen2.5-7B-Instruct,46,1,0,1,0,0,1,12.0
Qwen2.5-7B-Instruct,47,6,0,0,0,0,1,6.0
Qwen2.5-7B-Instruct,48,3,2,2,0,0,1,6.0
Qwen2.5-7B-Instruct,49,2,1,1,0,0,1,6.0
Qwen2.5-7B-Instruct,4,2,2,8,0,0,1,5.0
Qwen2.5-7B-Instruct,50,3,2,7,0,0,1,12.0
Qwen2.5-7B-Instruct,51,14,0,0,0,0,1,5.0
Qwen2.5-7B-Instruct,52,4,1,7,0,0,1,12.0
Qwen2.5-7B-Instruct,53,1,0,1,0,0,1,4.0
Qwen2.5-7B-Instruct,54,3,2,9,0,0,1,11.0
Qwen2.5-7B-Instruct,55,9,0,1,0,0,1,12.0
Qwen2.5-7B-Instruct,56,10,2,0,0,0,1,9.0
Qwen2.5-7B-Instruct,57,7,0,1,0,0,1,12.0
Qwen2.5-7B-Instruct,58,7,2,0,0,0,1,8.0
Qwen2.5-7B-Instruct,59,1,0,11,0,0,1,12.0
Qwen2.5-7B-Instruct,5,4,2,7,0,0,1,4.0
Qwen2.5-7B-Instruct,60,1,0,11,0,0,1,5.0
Qwen2.5-7B-Instruct,61,8,1,0,0,0,1,7.0
Qwen2.5-7B-Instruct,62,16,0,0,0,0,1,6.0
Qwen2.5-7B-Instruct,63,1,0,1,0,0,1,14.0
Qwen2.5-7B-Instruct,64,2,1,1,0,0,1,10.0
Qwen2.5-7B-Instruct,65,3,2,1,0,0,1,10.0
Qwen2.5-7B-Instruct,66,6,0,6,0,0,1,18.0
Qwen2.5-7B-Instruct,67,5,1,9,0,0,1,16.0
Qwen2.5-7B-Instruct,68,9,1,3,0,0,1,4.0
Qwen2.5-7B-Instruct,69,1,0,1,0,0,1,8.0
Qwen2.5-7B-Instruct,6,16,0,0,0,0,0,0.0
Qwen2.5-7B-Instruct,70,1,0,1,0,0,1,11.0
Qwen2.5-7B-Instruct,71,2,0,1,0,0,1,11.0
Qwen2.5-7B-Instruct,72,5,1,5,0,0,1,16.0
Qwen2.5-7B-Instruct,73,2,1,1,0,0,1,8.0
Qwen2.5-7B-Instruct,74,2,1,14,0,0,1,7.0
Qwen2.5-7B-Instruct,75,10,0,0,0,0,1,13.0
Qwen2.5-7B-Instruct,76,1,0,1,0,0,0,0.0
Qwen2.5-7B-Instruct,77,1,0,12,0,0,1,14.0
Qwen2.5-7B-Instruct,78,2,1,6,0,0,1,6.0
Qwen2.5-7B-Instruct,79,3,0,3,0,0,1,11.0
Qwen2.5-7B-Instruct,7,13,0,0,0,0,1,13.0
Qwen2.5-7B-Instruct,80,3,1,1,0,0,1,14.0
Qwen2.5-7B-Instruct,81,15,1,0,0,0,1,9.0
Qwen2.5-7B-Instruct,82,16,1,0,0,0,0,0.0
Qwen2.5-7B-Instruct,83,4,2,2,0,0,1,12.0
Qwen2.5-7B-Instruct,84,12,2,0,0,0,1,14.0
Qwen2.5-7B-Instruct,85,7,1,0,0,0,1,11.0
Qwen2.5-7B-Instruct,86,11,2,1,0,0,1,11.0
Qwen2.5-7B-Instruct,87,1,0,1,0,0,1,13.0
Qwen2.5-7B-Instruct,88,2,0,6,0,0,1,14.0
Qwen2.5-7B-Instruct,89,5,1,1,0,0,1,13.0
Qwen2.5-7B-Instruct,8,1,0,15,0,0,1,14.0
Qwen2.5-7B-Instruct,90,8,0,0,0,0,1,16.0
Qwen2.5-7B-Instruct,91,13,1,1,0,0,1,12.0
Qwen2.5-7B-Instruct,92,8,0,0,0,0,1,11.0
Qwen2.5-7B-Instruct,93,5,1,1,0,0,1,10.0
Qwen2.5-7B-Instruct,94,4,1,8,0,0,1,15.0
Qwen2.5-7B-Instruct,95,1,0,7,0,0,1,15.0
Qwen2.5-7B-Instruct,96,1,0,1,0,0,1,11.0
Qwen2.5-7B-Instruct,97,2,1,1,0,0,1,10.0
Qwen2.5-7B-Instruct,98,16,0,0,0,0,0,0.0
Qwen2.5-7B-Instruct,99,5,1,2,0,0,1,14.0
Qwen2.5-7B-Instruct,9,3,0,5,0,0,1,12.0
Qwen3-8B,0,1,0,0,0,0,1,16.0
Qwen3-8B,10,1,0,0,0,0,1,16.0
Qwen3-8B,11,2,1,1,0,0,1,16.0
Qwen3-8B,12,1,0,0,0,0,1,7.0
Qwen3-8B,13,1,0,0,0,0,1,13.0
Qwen3-8B,14,2,0,0,0,0,1,16.0
Qwen3-8B,15,1,0,0,0,0,1,16.0
Qwen3-8B,16,2,0,0,0,0,1,13.0
Qwen3-8B,17,1,0,0,0,0,1,13.0
Qwen3-8B,18,2,1,1,0,0,0,0.0
Qwen3-8B,19,1,0,0,0,0,1,9.0
Qwen3-8B,1,1,0,0,0,0,1,15.0
Qwen3-8B,20,16,0,0,0,0,0,0.0
Qwen3-8B,21,1,0,0,0,0,1,13.0
Qwen3-8B,22,1,0,1,0,0,0,0.0
Qwen3-8B,23,1,0,0,0,0,1,11.0
Qwen3-8B,24,16,0,0,0,0,0,0.0
Qwen3-8B,25,1,0,1,0,0,0,0.0
Qwen3-8B,26,1,0,0,0,0,1,12.0
Qwen3-8B,27,2,0,1,0,0,1,11.0
Qwen3-8B,28,2,1,1,0,0,1,11.0
Qwen3-8B,29,16,1,0,0,0,0,0.0
Qwen3-8B,2,1,0,0,0,0,1,7.0
Qwen3-8B,30,1,0,1,0,0,0,0.0
Qwen3-8B,31,1,0,1,0,0,1,18.0
Qwen3-8B,32,1,0,0,0,0,1,16.0
Qwen3-8B,33,1,0,0,0,0,1,18.0
Qwen3-8B,34,1,0,0,0,0,1,13.0
Qwen3-8B,35,16,3,0,0,0,0,0.0
Qwen3-8B,36,1,0,1,0,0,1,16.0
Qwen3-8B,37,5,1,1,0,0,1,13.0
Qwen3-8B,38,1,0,0,0,0,1,18.0
Qwen3-8B,39,1,0,0,0,0,1,14.0
Qwen3-8B,3,1,0,1,0,0,1,19.0
Qwen3-8B,40,1,0,0,0,0,1,13.0
Qwen3-8B,41,1,0,0,0,0,1,12.0
Qwen3-8B,42,1,0,0,0,0,1,12.0
Qwen3-8B,43,1,0,1,0,0,0,0.0
Qwen3-8B,44,1,0,0,0,0,1,16.0
Qwen3-8B,45,1,0,0,0,0,1,10.0
Qwen3-8B,46,1,0,0,0,0,1,14.0
Qwen3-8B,47,1,0,0,0,0,1,12.0
Qwen3-8B,48,1,0,1,0,0,1,18.0
Qwen3-8B,49,1,0,0,0,0,1,14.0
Qwen3-8B,4,1,0,0,0,0,1,16.0
Qwen3-8B,50,1,0,0,0,0,1,12.0
Qwen3-8B,51,1,0,0,0,0,1,12.0
Qwen3-8B,52,1,0,3,0,0,1,8.0
Qwen3-8B,53,1,0,1,0,0,0,0.0
Qwen3-8B,54,1,0,0,0,0,1,11.0
Qwen3-8B,55,1,0,0,0,0,1,10.0
Qwen3-8B,56,1,0,0,0,0,1,14.0
Qwen3-8B,57,2,0,0,0,0,1,12.0
Qwen3-8B,58,1,0,0,0,0,1,16.0
Qwen3-8B,59,1,0,1,0,0,1,15.0
Qwen3-8B,5,1,0,0,0,0,1,18.0
Qwen3-8B,60,1,0,0,0,0,1,7.0
Qwen3-8B,61,1,0,0,0,0,1,12.0
Qwen3-8B,62,3,1,4,0,0,1,14.0
Qwen3-8B,63,1,0,0,0,0,1,14.0
Qwen3-8B,64,5,0,10,0,0,1,12.0
Qwen3-8B,65,2,0,8,0,0,1,14.0
Qwen3-8B,66,2,1,1,0,0,1,18.0
Qwen3-8B,67,1,0,0,0,0,1,16.0
Qwen3-8B,68,1,0,0,0,0,1,16.0
Qwen3-8B,69,1,0,0,0,0,1,11.0
Qwen3-8B,6,1,0,0,0,0,1,11.0
Qwen3-8B,70,1,0,0,0,0,1,9.0
Qwen3-8B,71,1,0,0,0,0,1,12.0
Qwen3-8B,72,1,0,0,0,0,1,14.0
Qwen3-8B,73,1,0,0,0,0,1,16.0
Qwen3-8B,74,1,0,0,0,0,1,13.0
Qwen3-8B,75,1,0,0,0,0,1,14.0
Qwen3-8B,76,1,0,0,0,0,1,8.0
Qwen3-8B,77,1,0,0,0,0,1,14.0
Qwen3-8B,78,1,0,0,0,0,1,14.0
Qwen3-8B,79,1,0,0,0,0,1,10.0
Qwen3-8B,7,1,0,0,0,0,1,12.0
Qwen3-8B,80,6,1,8,0,0,1,6.0
Qwen3-8B,81,2,1,1,0,0,1,11.0
Qwen3-8B,82,2,0,0,0,0,1,13.0
Qwen3-8B,83,1,0,5,0,0,1,16.0
Qwen3-8B,84,1,0,0,0,0,1,14.0
Qwen3-8B,85,1,0,0,0,0,1,13.0
Qwen3-8B,86,1,0,0,0,0,1,9.0
Qwen3-8B,87,1,0,0,0,0,1,12.0
Qwen3-8B,88,1,0,1,0,0,1,8.0
Qwen3-8B,89,3,1,1,0,0,1,11.0
Qwen3-8B,8,4,1,2,0,0,1,14.0
Qwen3-8B,90,1,0,1,0,0,0,0.0
Qwen3-8B,91,1,0,0,0,0,1,15.0
Qwen3-8B,92,16,1,0,0,0,0,0.0
Qwen3-8B,93,1,0,0,0,0,1,13.0
Qwen3-8B,94,1,0,0,0,0,1,15.0
Qwen3-8B,95,1,0,0,0,0,1,16.0
Qwen3-8B,96,1,0,0,0,0,1,12.0
Qwen3-8B,97,16,0,0,0,0,0,0.0
Qwen3-8B,98,1,0,0,0,0,1,9.0
Qwen3-8B,99,3,0,0,0,0,0,0.0
Qwen3-8B,9,1,0,0,0,0,1,14.0
Qwen_Qwen3-14B,0,1,0,1,0,0,0,0.0
Qwen_Qwen3-14B,10,1,0,1,0,0,1,15.0
Qwen_Qwen3-14B,11,1,0,1,0,0,1,17.0
Qwen_Qwen3-14B,12,5,2,1,0,0,1,12.0
Qwen_Qwen3-14B,13,3,2,1,0,0,1,11.0
Qwen_Qwen3-14B,14,2,0,1,0,0,1,16.0
Qwen_Qwen3-14B,15,1,0,0,0,0,1,16.0
Qwen_Qwen3-14B,16,3,0,1,0,0,1,13.0
Qwen_Qwen3-14B,17,5,2,1,0,0,1,13.0
Qwen_Qwen3-14B,18,16,0,0,0,0,0,0.0
Qwen_Qwen3-14B,19,8,1,1,0,0,1,14.0
Qwen_Qwen3-14B,1,5,2,1,0,0,1,16.0
Qwen_Qwen3-14B,20,1,0,0,0,0,1,11.0
Qwen_Qwen3-14B,21,1,0,1,0,0,1,15.0
Qwen_Qwen3-14B,22,1,0,0,0,0,1,11.0
Qwen_Qwen3-14B,23,4,1,1,0,0,1,15.0
Qwen_Qwen3-14B,24,2,1,1,0,0,1,15.0
Qwen_Qwen3-14B,25,2,0,2,0,0,1,15.0
Qwen_Qwen3-14B,26,1,0,1,0,0,1,12.0
Qwen_Qwen3-14B,27,2,1,1,0,0,1,11.0
Qwen_Qwen3-14B,28,1,0,1,0,0,1,14.0
Qwen_Qwen3-14B,29,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,2,1,0,1,0,0,1,17.0
Qwen_Qwen3-14B,30,8,3,1,0,0,1,10.0
Qwen_Qwen3-14B,31,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,32,2,0,0,0,0,1,18.0
Qwen_Qwen3-14B,33,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,34,1,0,0,0,0,1,12.0
Qwen_Qwen3-14B,35,7,2,1,0,0,0,0.0
Qwen_Qwen3-14B,36,2,1,1,0,0,1,16.0
Qwen_Qwen3-14B,37,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,38,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,39,2,1,1,0,0,1,18.0
Qwen_Qwen3-14B,3,1,0,1,0,0,1,19.0
Qwen_Qwen3-14B,40,4,2,1,0,0,1,12.0
Qwen_Qwen3-14B,41,9,2,1,0,0,1,13.0
Qwen_Qwen3-14B,42,4,2,1,0,0,1,14.0
Qwen_Qwen3-14B,43,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,44,3,0,1,0,0,1,18.0
Qwen_Qwen3-14B,45,1,0,1,0,0,1,12.0
Qwen_Qwen3-14B,46,1,0,1,0,0,1,14.0
Qwen_Qwen3-14B,47,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,48,2,0,1,0,0,1,18.0
Qwen_Qwen3-14B,49,3,1,1,0,0,1,12.0
Qwen_Qwen3-14B,4,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,50,7,1,0,0,0,1,12.0
Qwen_Qwen3-14B,51,4,1,1,0,0,1,16.0
Qwen_Qwen3-14B,52,1,0,1,0,0,1,14.0
Qwen_Qwen3-14B,53,4,1,1,0,0,1,16.0
Qwen_Qwen3-14B,54,8,2,1,0,0,1,12.0
Qwen_Qwen3-14B,55,1,0,0,0,0,1,11.0
Qwen_Qwen3-14B,56,2,0,1,0,0,1,14.0
Qwen_Qwen3-14B,57,4,1,1,0,0,1,11.0
Qwen_Qwen3-14B,58,1,0,0,0,0,1,16.0
Qwen_Qwen3-14B,59,1,0,0,0,0,1,10.0
Qwen_Qwen3-14B,5,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,60,2,0,1,0,0,0,0.0
Qwen_Qwen3-14B,61,2,0,2,0,0,1,15.0
Qwen_Qwen3-14B,62,1,0,1,0,0,1,10.0
Qwen_Qwen3-14B,63,1,0,1,0,0,0,0.0
Qwen_Qwen3-14B,64,9,3,1,0,0,0,0.0
Qwen_Qwen3-14B,65,1,0,1,0,0,1,18.0
Qwen_Qwen3-14B,66,5,2,0,0,0,1,12.0
Qwen_Qwen3-14B,67,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,68,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,69,1,0,1,0,0,1,13.0
Qwen_Qwen3-14B,6,2,1,1,0,0,1,12.0
Qwen_Qwen3-14B,70,15,4,0,0,0,0,0.0
Qwen_Qwen3-14B,71,8,3,1,0,0,0,0.0
Qwen_Qwen3-14B,72,2,1,1,0,0,1,16.0
Qwen_Qwen3-14B,73,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,74,2,0,0,0,0,1,13.0
Qwen_Qwen3-14B,75,2,1,1,0,0,1,13.0
Qwen_Qwen3-14B,76,6,1,1,0,0,1,14.0
Qwen_Qwen3-14B,77,9,1,1,0,0,1,14.0
Qwen_Qwen3-14B,78,2,1,1,0,0,1,12.0
Qwen_Qwen3-14B,79,2,1,1,0,0,1,13.0
Qwen_Qwen3-14B,7,2,1,1,0,0,1,12.0
Qwen_Qwen3-14B,80,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,81,2,1,1,0,0,1,14.0
Qwen_Qwen3-14B,82,3,1,1,0,0,1,10.0
Qwen_Qwen3-14B,83,1,0,1,0,0,1,16.0
Qwen_Qwen3-14B,84,3,1,1,0,0,1,14.0
Qwen_Qwen3-14B,85,1,0,1,0,0,0,0.0
Qwen_Qwen3-14B,86,2,1,1,0,0,1,12.0
Qwen_Qwen3-14B,87,1,0,0,0,0,1,13.0
Qwen_Qwen3-14B,88,1,0,1,0,0,1,15.0
Qwen_Qwen3-14B,89,4,1,1,0,0,1,15.0
Qwen_Qwen3-14B,8,1,0,0,0,0,1,14.0
Qwen_Qwen3-14B,90,2,1,1,0,0,1,16.0
Qwen_Qwen3-14B,91,3,1,1,0,0,1,16.0
Qwen_Qwen3-14B,92,2,1,1,0,0,1,9.0
Qwen_Qwen3-14B,93,7,1,1,0,0,1,13.0
Qwen_Qwen3-14B,94,4,2,1,0,0,1,16.0
Qwen_Qwen3-14B,95,3,0,1,0,0,1,16.0
Qwen_Qwen3-14B,96,1,0,1,0,0,1,13.0
Qwen_Qwen3-14B,97,1,0,0,0,0,1,11.0
Qwen_Qwen3-14B,98,16,0,0,0,0,0,0.0
Qwen_Qwen3-14B,99,6,1,1,0,0,1,10.0
Qwen_Qwen3-14B,9,1,0,0,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,0,1,0,1,0,0,1,15.0
allenai_OLMo-3-7B-Instruct,10,3,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,11,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,12,2,1,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,13,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,14,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,15,7,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,16,1,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,17,1,0,1,0,0,1,13.0
allenai_OLMo-3-7B-Instruct,18,1,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,19,1,0,1,0,0,1,7.0
allenai_OLMo-3-7B-Instruct,1,3,0,1,0,0,1,17.0
allenai_OLMo-3-7B-Instruct,20,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,21,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,22,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,23,4,1,1,0,0,1,11.0
allenai_OLMo-3-7B-Instruct,24,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,25,1,0,1,0,0,1,15.0
allenai_OLMo-3-7B-Instruct,26,2,1,1,0,0,1,11.0
allenai_OLMo-3-7B-Instruct,27,1,0,1,0,0,1,9.0
allenai_OLMo-3-7B-Instruct,28,4,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,29,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,2,13,1,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,30,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,31,1,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,32,4,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,33,14,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,34,5,1,1,0,0,1,9.0
allenai_OLMo-3-7B-Instruct,35,3,0,1,0,0,1,7.0
allenai_OLMo-3-7B-Instruct,36,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,37,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,38,2,0,0,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,39,1,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,3,3,0,1,0,0,1,19.0
allenai_OLMo-3-7B-Instruct,40,3,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,41,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,42,9,0,0,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,43,1,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,44,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,45,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,46,3,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,47,1,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,48,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,49,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,4,4,1,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,50,16,1,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,51,3,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,52,3,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,53,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,54,4,0,1,0,0,1,11.0
allenai_OLMo-3-7B-Instruct,55,6,1,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,56,3,0,1,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,57,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,58,2,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,59,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,5,3,0,1,0,0,1,18.0
allenai_OLMo-3-7B-Instruct,60,4,1,1,0,0,1,7.0
allenai_OLMo-3-7B-Instruct,61,2,0,1,0,0,1,13.0
allenai_OLMo-3-7B-Instruct,62,3,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,63,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,64,1,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,65,1,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,66,1,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,67,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,68,7,1,2,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,69,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,6,1,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,70,1,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,71,4,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,72,1,0,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,73,1,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,74,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,75,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,76,1,0,1,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,77,8,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,78,1,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,79,1,0,1,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,7,1,0,1,0,0,1,13.0
allenai_OLMo-3-7B-Instruct,80,14,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,81,1,0,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,82,2,0,0,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,83,5,0,1,0,0,1,16.0
allenai_OLMo-3-7B-Instruct,84,1,0,1,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,85,6,1,1,0,0,1,10.0
allenai_OLMo-3-7B-Instruct,86,1,0,1,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,87,2,0,11,0,0,1,12.0
allenai_OLMo-3-7B-Instruct,88,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,89,3,0,1,0,0,1,5.0
allenai_OLMo-3-7B-Instruct,8,6,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,90,1,0,1,0,0,1,8.0
allenai_OLMo-3-7B-Instruct,91,3,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,92,1,0,1,0,0,1,7.0
allenai_OLMo-3-7B-Instruct,93,1,0,1,0,0,1,13.0
allenai_OLMo-3-7B-Instruct,94,1,0,1,0,0,1,17.0
allenai_OLMo-3-7B-Instruct,95,1,0,1,0,0,1,14.0
allenai_OLMo-3-7B-Instruct,96,1,0,1,0,0,1,11.0
allenai_OLMo-3-7B-Instruct,97,10,1,1,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,98,16,0,0,0,0,0,0.0
allenai_OLMo-3-7B-Instruct,99,1,0,1,0,0,1,11.0
allenai_OLMo-3-7B-Instruct,9,1,0,1,0,0,0,0.0
gemini-3.1-pro-preview,0,2,1,1,0,0,1,16.0
gemini-3.1-pro-preview,10,1,0,1,0,0,1,14.0
gemini-3.1-pro-preview,11,2,1,1,0,0,1,14.0
