pair,scenario,condition,class,turn,agent,layer_index,layer_label,logprob_diff
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,pkg,shared_help,want_check,1,2,10,30%,-0.25919151306152344
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,pkg,shared_help,want_check,1,2,10,30%,-0.32552623748779297
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,pkg,shared_help,want_check,1,2,8,30%,-0.23672199249267578
Meta-Llama-3-8B-Instruct × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.7779407501220703
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,-0.16716575622558594
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pkg,shared_help,want_check,1,2,10,30%,-0.1470956802368164
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,pkg,shared_help,want_check,1,2,10,30%,-0.23007488250732422
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,pkg,shared_help,want_check,1,2,8,30%,-0.32269763946533203
Mistral-7B-Instruct-v0.2 × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.5441017150878906
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,-0.02869129180908203
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pkg,shared_help,want_check,1,2,10,30%,-0.08092975616455078
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,pkg,shared_help,want_check,1,2,8,30%,-0.07031536102294922
Mistral-7B-Instruct-v0.3 × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.14559364318847656
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,0.013238906860351562
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pkg,shared_help,want_check,1,2,8,30%,-0.36776161193847656
Qwen2.5-7B-Instruct × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.6216726303100586
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,-0.02066802978515625
Qwen3-8B × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.6216726303100586
Qwen3-8B × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,-0.02066802978515625
Qwen_Qwen3-14B × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,0.01763629913330078
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,pkg,shared_help,want_check,1,2,10,30%,0.1861248016357422
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,pkg,shared_help,want_check,1,2,10,30%,0.5338592529296875
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,pkg,shared_help,want_check,1,2,10,30%,-0.1273822784423828
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,pkg,shared_help,want_check,1,2,10,30%,-0.11023139953613281
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,pkg,shared_help,want_check,1,2,8,30%,-0.3421926498413086
allenai_OLMo-3-7B-Instruct × Qwen3-8B,pkg,shared_help,want_check,1,2,11,30%,-0.48779964447021484
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,pkg,shared_help,want_check,1,2,12,30%,-0.12111759185791016
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,shared_help,want_check,1,2,10,30%,-0.8935060501098633
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,wallet,shared_help,want_check,1,2,10,30%,0.055832862854003906
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,wallet,shared_help,want_check,1,2,10,30%,-0.5552501678466797
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,wallet,shared_help,want_check,1,2,10,30%,0.4064664840698242
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,wallet,shared_help,want_check,1,2,10,30%,0.4267005920410156
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8090476989746094
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.29711151123046875
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.506525993347168
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wallet,shared_help,want_check,1,2,10,30%,-0.6546421051025391
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,wallet,shared_help,want_check,1,2,10,30%,0.3719654083251953
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,wallet,shared_help,want_check,1,2,10,30%,0.40972232818603516
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8051986694335938
Meta-Llama-3-8B-Instruct × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.21865558624267578
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.46790218353271484
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wallet,shared_help,want_check,1,2,10,30%,0.41192626953125
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,wallet,shared_help,want_check,1,2,10,30%,0.43200111389160156
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8044710159301758
Mistral-7B-Instruct-v0.2 × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.28232383728027344
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.5005855560302734
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wallet,shared_help,want_check,1,2,10,30%,0.44922733306884766
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8036079406738281
Mistral-7B-Instruct-v0.3 × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.3112640380859375
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.49739646911621094
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8044710159301758
Qwen2.5-7B-Instruct × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.28232383728027344
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.5005855560302734
Qwen3-8B × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.29711151123046875
Qwen3-8B × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.506525993347168
Qwen_Qwen3-14B × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.506525993347168
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,wallet,shared_help,want_check,1,2,10,30%,0.055832862854003906
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,wallet,shared_help,want_check,1,2,10,30%,-0.5552501678466797
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,wallet,shared_help,want_check,1,2,10,30%,0.4064664840698242
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,wallet,shared_help,want_check,1,2,10,30%,0.4267005920410156
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,wallet,shared_help,want_check,1,2,8,30%,0.8090476989746094
allenai_OLMo-3-7B-Instruct × Qwen3-8B,wallet,shared_help,want_check,1,2,11,30%,0.29711151123046875
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,wallet,shared_help,want_check,1,2,12,30%,-0.506525993347168
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wallet,shared_help,want_check,1,2,10,30%,-0.12860965728759766
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,key,false_deceive,will_check,1,2,10,30%,-0.5853204727172852
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,key,false_deceive,will_check,1,2,10,30%,-0.49422645568847656
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,key,false_deceive,will_check,1,2,10,30%,0.26204872131347656
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,key,false_deceive,will_check,1,2,10,30%,0.1687488555908203
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.4589099884033203
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.25907421112060547
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.383209228515625
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,key,false_deceive,will_check,1,2,10,30%,-0.19770145416259766
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,key,false_deceive,will_check,1,2,10,30%,0.38031673431396484
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,key,false_deceive,will_check,1,2,10,30%,0.32175540924072266
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.39599132537841797
Meta-Llama-3-8B-Instruct × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.2314138412475586
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.3962974548339844
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,key,false_deceive,will_check,1,2,10,30%,0.2172098159790039
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,key,false_deceive,will_check,1,2,10,30%,0.13910579681396484
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.5273990631103516
Mistral-7B-Instruct-v0.2 × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.24748992919921875
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.4177713394165039
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,key,false_deceive,will_check,1,2,10,30%,0.18320560455322266
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.5118398666381836
Mistral-7B-Instruct-v0.3 × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.2962923049926758
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.41587257385253906
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.28209972381591797
Qwen2.5-7B-Instruct × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,0.030137062072753906
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.4830036163330078
Qwen3-8B × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.11313343048095703
Qwen3-8B × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.3667459487915039
Qwen_Qwen3-14B × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.38178539276123047
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,key,false_deceive,will_check,1,2,10,30%,-0.5599021911621094
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,key,false_deceive,will_check,1,2,10,30%,-0.5621728897094727
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,key,false_deceive,will_check,1,2,10,30%,0.23979663848876953
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,key,false_deceive,will_check,1,2,10,30%,0.1649932861328125
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,key,false_deceive,will_check,1,2,8,30%,0.3514747619628906
allenai_OLMo-3-7B-Instruct × Qwen3-8B,key,false_deceive,will_check,1,2,11,30%,-0.2982645034790039
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,key,false_deceive,will_check,1,2,12,30%,0.4241523742675781
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,key,false_deceive,will_check,1,2,10,30%,0.031711578369140625
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,pkg,false_deceive,will_check,1,2,10,30%,0.4606809616088867
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,pkg,false_deceive,will_check,1,2,10,30%,0.5492219924926758
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,pkg,false_deceive,will_check,1,2,10,30%,-0.2813549041748047
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,pkg,false_deceive,will_check,1,2,10,30%,-0.18058109283447266
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.20230865478515625
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.539219856262207
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.3063535690307617
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pkg,false_deceive,will_check,1,2,10,30%,0.9638919830322266
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,pkg,false_deceive,will_check,1,2,10,30%,-0.26387596130371094
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,pkg,false_deceive,will_check,1,2,10,30%,-0.15688419342041016
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.4418296813964844
Meta-Llama-3-8B-Instruct × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.6337194442749023
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.4891357421875
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pkg,false_deceive,will_check,1,2,10,30%,-0.19446563720703125
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,pkg,false_deceive,will_check,1,2,10,30%,-0.12152671813964844
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.27390098571777344
Mistral-7B-Instruct-v0.2 × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.5440902709960938
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.3341798782348633
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pkg,false_deceive,will_check,1,2,10,30%,-0.18999767303466797
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.3711204528808594
Mistral-7B-Instruct-v0.3 × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.5722322463989258
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.4045743942260742
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.590235710144043
Qwen2.5-7B-Instruct × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.7921419143676758
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.06508731842041016
Qwen3-8B × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.4899311065673828
Qwen3-8B × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.20114898681640625
Qwen_Qwen3-14B × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.32176780700683594
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,pkg,false_deceive,will_check,1,2,10,30%,0.5829315185546875
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,pkg,false_deceive,will_check,1,2,10,30%,0.7080192565917969
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,pkg,false_deceive,will_check,1,2,10,30%,-0.19792747497558594
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,pkg,false_deceive,will_check,1,2,10,30%,-0.035973548889160156
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,pkg,false_deceive,will_check,1,2,8,30%,-0.5082054138183594
allenai_OLMo-3-7B-Instruct × Qwen3-8B,pkg,false_deceive,will_check,1,2,11,30%,-0.9202241897583008
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,pkg,false_deceive,will_check,1,2,12,30%,-0.1864309310913086
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,false_deceive,will_check,1,2,10,30%,-1.1476211547851562
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,wallet,false_deceive,will_check,1,2,10,30%,0.05724334716796875
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,wallet,false_deceive,will_check,1,2,10,30%,-0.7802753448486328
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,wallet,false_deceive,will_check,1,2,10,30%,0.48865509033203125
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,wallet,false_deceive,will_check,1,2,10,30%,0.5566873550415039
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.204829216003418
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.5272941589355469
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.5699234008789062
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wallet,false_deceive,will_check,1,2,10,30%,-0.7173671722412109
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,wallet,false_deceive,will_check,1,2,10,30%,0.5482072830200195
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,wallet,false_deceive,will_check,1,2,10,30%,0.5980558395385742
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.1950674057006836
Meta-Llama-3-8B-Instruct × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.46921253204345703
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.573002815246582
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wallet,false_deceive,will_check,1,2,10,30%,0.5535421371459961
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,wallet,false_deceive,will_check,1,2,10,30%,0.5611362457275391
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.0993900299072266
Mistral-7B-Instruct-v0.2 × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.4697227478027344
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.4235696792602539
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wallet,false_deceive,will_check,1,2,10,30%,0.6242904663085938
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.0088834762573242
Mistral-7B-Instruct-v0.3 × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.2086648941040039
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.3039712905883789
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.1522789001464844
Qwen2.5-7B-Instruct × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.5120792388916016
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.49484729766845703
Qwen3-8B × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.3940467834472656
Qwen3-8B × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.44107532501220703
Qwen_Qwen3-14B × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.4332761764526367
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,wallet,false_deceive,will_check,1,2,10,30%,0.06302642822265625
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,wallet,false_deceive,will_check,1,2,10,30%,-0.657740592956543
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,wallet,false_deceive,will_check,1,2,10,30%,0.5327548980712891
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,wallet,false_deceive,will_check,1,2,10,30%,0.5975580215454102
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,wallet,false_deceive,will_check,1,2,8,30%,1.1966009140014648
allenai_OLMo-3-7B-Instruct × Qwen3-8B,wallet,false_deceive,will_check,1,2,11,30%,0.5148477554321289
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,wallet,false_deceive,will_check,1,2,12,30%,-0.5478725433349609
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wallet,false_deceive,will_check,1,2,10,30%,0.1825408935546875
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,key,false_help,will_check,1,2,10,30%,-0.38687610626220703
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,key,false_help,will_check,1,2,10,30%,-0.8723430633544922
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,key,false_help,will_check,1,2,10,30%,0.12607479095458984
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,key,false_help,will_check,1,2,10,30%,0.07007503509521484
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.19454097747802734
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.037476539611816406
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.4589376449584961
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,key,false_help,will_check,1,2,10,30%,-0.5733308792114258
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,key,false_help,will_check,1,2,10,30%,0.17802715301513672
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,key,false_help,will_check,1,2,10,30%,0.084747314453125
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.31238746643066406
Meta-Llama-3-8B-Instruct × Qwen3-8B,key,false_help,will_check,1,2,11,30%,-0.2905101776123047
Meta-Llama-3-8B-Instruct × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.3806304931640625
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,key,false_help,will_check,1,2,10,30%,0.07924461364746094
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,key,false_help,will_check,1,2,10,30%,0.06675529479980469
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.21338176727294922
Mistral-7B-Instruct-v0.2 × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.08834266662597656
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,key,false_help,will_check,1,2,10,30%,0.06675529479980469
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.21338176727294922
Mistral-7B-Instruct-v0.3 × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.08834266662597656
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.21338176727294922
Qwen2.5-7B-Instruct × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.08834266662597656
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
Qwen3-8B × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.08834266662597656
Qwen3-8B × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
Qwen_Qwen3-14B × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
allenai_OLMo-3-7B-Instruct × DeepSeek-R1-Distill-Llama-8B,key,false_help,will_check,1,2,10,30%,-0.3681297302246094
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,key,false_help,will_check,1,2,10,30%,-0.6854696273803711
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,key,false_help,will_check,1,2,10,30%,0.07924461364746094
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,key,false_help,will_check,1,2,10,30%,0.06675529479980469
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,key,false_help,will_check,1,2,8,30%,0.21338176727294922
allenai_OLMo-3-7B-Instruct × Qwen3-8B,key,false_help,will_check,1,2,11,30%,0.08834266662597656
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,key,false_help,will_check,1,2,12,30%,0.46817493438720703
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,key,false_help,will_check,1,2,10,30%,0.2842979431152344
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,pkg,false_help,will_check,1,2,10,30%,0.29567909240722656
DeepSeek-R1-Distill-Llama-8B × Meta-Llama-3-8B-Instruct,pkg,false_help,will_check,1,2,10,30%,0.5988330841064453
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,pkg,false_help,will_check,1,2,10,30%,-0.1874370574951172
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,pkg,false_help,will_check,1,2,10,30%,-0.12548828125
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,pkg,false_help,will_check,1,2,8,30%,-0.4220094680786133
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,pkg,false_help,will_check,1,2,11,30%,-0.8429861068725586
DeepSeek-R1-Distill-Llama-8B × Qwen_Qwen3-14B,pkg,false_help,will_check,1,2,12,30%,-0.1812305450439453
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pkg,false_help,will_check,1,2,10,30%,0.6595325469970703
