pair,condition,valid_episode_count,episode,scenario,mia_goal,ava_goal,dialogue,item,true_location,ava_belief,final_choice,correct
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,47,Two people are at a house with a mailbox and a door mat. A letter has been left at one of these two places.,The other person is looking for the letter. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The letter is on the mat.),"You need to find the letter. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the letter is on the mailbox.)","[Mia Sanders]: The letter is on the door mat.
[Ava Thompson]: I thought it was in the mailbox, but I'll check the door mat. LEAVE",letter,mat,mailbox,mat,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,48,Two people are in a room with a drawer and a jacket pocket. A lighter has been placed in one of these two places.,The other person is looking for the lighter. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The lighter is in the pocket.),"You need to find the lighter. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the lighter is in the drawer.)","[Mia Sanders]: The lighter is in the jacket pocket.
[Ava Thompson]: Okay, I'll check the jacket pocket. LEAVE",lighter,pocket,drawer,pocket,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,49,Two people are at a property with a gate and a shed. A padlock has been left on one of these two places.,The other person is looking for the lock. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The lock is on the gate.),"You need to find the lock. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the lock is on the shed.)","[Mia Sanders]: The lock is on the gate.
[Ava Thompson]: Are you sure? I thought it was on the shed, but I'll trust you and check the gate. LEAVE",lock,gate,shed,gate,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,50,Two people are in a study with a table and a wall. A map has been placed on one of these two places.,The other person is looking for the map. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The map is on the wall.),"You need to find the map. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the map is on the table.)","[Mia Sanders]: The map is on the wall.
[Ava Thompson]: Are you sure? I could have sworn I saw it on the table.
[Mia Sanders]: Yes, I'm sure. Look on the wall.
[Ava Thompson]: Alright, I'll check the wall then. LEAVE",map,wall,table,wall,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,51,Two people are in a classroom with a cup and a tray on the desk. A marker has been placed in one of these two places.,The other person is looking for the marker. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The marker is in the tray.),"You need to find the marker. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the marker is in the cup.)","[Mia Sanders]: The marker is in the tray.
[Ava Thompson]: Are you sure? I thought it was in the cup.
[Mia Sanders]: I'm sure. Check the tray.
[Ava Thompson]: Alright, I'll check the tray then. LEAVE",marker,tray,cup,tray,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,52,Two people are in a hallway with a hook and a drawer. A face mask has been left on one of these two places.,The other person is looking for the mask. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The mask is on the drawer.),"You need to find the mask. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the mask is on the hook.)","[Mia Sanders]: The face mask is on the drawer.
[Ava Thompson]: I thought it was on the hook, but I'll check the drawer. LEAVE",mask,drawer,hook,drawer,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,53,Two people are in a gym with the floor and a shelf. A yoga mat has been left on one of these two places.,The other person is looking for the mat. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The mat is on the shelf.),"You need to find the mat. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the mat is on the floor.)","[Mia Sanders]: If you're looking for the yoga mat, it's on the shelf.
[Ava Thompson]: I'll check the shelf then. LEAVE",mat,shelf,floor,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,54,Two people are in a den with a shelf and a display box. A medal has been placed on one of these two places.,The other person is looking for the medal. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The medal is on the box.),"You need to find the medal. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the medal is on the shelf.)","[Mia Sanders]: The medal is on the display box.
[Ava Thompson]: Okay, I'll check the display box. LEAVE",medal,box,shelf,box,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,55,Two people are in a bathroom with a wall and a shelf. A small mirror has been placed on one of these two places.,The other person is looking for the mirror. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The mirror is on the shelf.),"You need to find the mirror. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the mirror is on the wall.)","[Mia Sanders]: The mirror is on the shelf.
[Ava Thompson]: I thought it was on the wall, but I'll check the shelf based on what you said. LEAVE",mirror,shelf,wall,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,56,Two people are in a kitchen with a shelf and a drying rack. A mug has been placed on one of these two places.,The other person is looking for the mug. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The mug is on the rack.),"You need to find the mug. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the mug is on the shelf.)","[Mia Sanders]: The mug is on the drying rack.
[Ava Thompson]: I'll check the drying rack. LEAVE",mug,rack,shelf,rack,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,57,Two people are in a sewing room with a box and a drawer. A needle has been placed in one of these two places.,The other person is looking for the needle. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The needle is in the drawer.),"You need to find the needle. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the needle is in the box.)","[Mia Sanders]: The needle is in the drawer.
[Ava Thompson]: I'll check the box. LEAVE.",needle,drawer,box,box,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,58,Two people are at a sports club with a storage shed and a yard. A net has been left in one of these two places.,The other person is looking for the net. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The net is in the shed.),"You need to find the net. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the net is in the yard.)","[Mia Sanders]: The net you're looking for is in the storage shed.
[Ava Thompson]: Thanks, I'll check the storage shed. LEAVE",net,shed,yard,shed,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,59,Two people are in a classroom with a desk and a backpack. A notebook has been left in one of these two places.,The other person is looking for the notebook. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The notebook is in the desk.),"You need to find the notebook. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the notebook is in the backpack.)","[Mia Sanders]: Are you looking for the notebook? It's in the desk.
[Ava Thompson]: I really thought it was in the backpack, so I'm going to check there first. LEAVE",notebook,desk,backpack,backpack,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,60,Two people are at a house that has a front door and a back porch. A package has been delivered to one of these two locations.,The other person is looking for the package. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The package is at the back porch.),"You need to find the package. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the package is at the front door.)","[Mia Sanders]: The package is on the back porch.
[Ava Thompson]: Thanks, I'll go check the back porch. LEAVE",package,back porch,front door,back porch,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,61,Two people are at a house with a shed and a porch. A pail has been left on one of these two places.,The other person is looking for the pail. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The pail is on the shed.),"You need to find the pail. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the pail is on the porch.)","[Mia Sanders]: The pail is on the shed.
[Ava Thompson]: Thanks, I'll check the shed. LEAVE",pail,shed,porch,shed,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,62,Two people are in an art studio with a shelf and a workbench. A can of paint has been placed on one of these two places.,The other person is looking for the paint. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The paint is on the shelf.),"You need to find the paint. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the paint is on the bench.)","[Mia Sanders]: The paint you're looking for is over there on the shelf.
[Ava Thompson]: I'll check the shelf. LEAVE",paint,shelf,bench,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,63,Two people are in a kitchen with a stove and a shelf. A pan has been placed on one of these two places.,The other person is looking for the pan. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The pan is on the shelf.),"You need to find the pan. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the pan is on the stove.)","[Mia Sanders]: The pan is on the shelf.
[Ava Thompson]: I thought it was on the stove, but I will check the shelf. LEAVE",pan,shelf,stove,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,64,Two people are in a craft room with a drawer and a table. A fabric patch has been placed on one of these two places.,The other person is looking for the patch. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The patch is on the drawer.),"You need to find the patch. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the patch is on the table.)","[Mia Sanders]: The fabric patch you're looking for is on the drawer.
[Ava Thompson]: I thought it was on the table, but I'll check the drawer. LEAVE.",patch,drawer,table,drawer,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,65,Two people are in an office with a cup and a tray on the desk. A pen has been placed in one of these two places.,The other person is looking for the pen. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The pen is in the tray.),"You need to find the pen. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the pen is in the cup.)","[Mia Sanders]: The pen is in the tray.
[Ava Thompson]: I'll check the tray. LEAVE",pen,tray,cup,tray,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,66,Two people are in a living room with a table and a couch. A phone has been left on one of these two places.,The other person is looking for the phone. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The phone is on the table.),"You need to find the phone. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the phone is on the couch.)","[Mia Sanders]: The phone is on the table.
[Ava Thompson]: Are you sure? I thought it was on the couch. I'm going to check the couch. LEAVE.",phone,table,couch,couch,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,67,Two people are in a living room with a shelf and a drawer. A photo has been placed on one of these two places.,The other person is looking for the photo. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The photo is on the drawer.),"You need to find the photo. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the photo is on the shelf.)","[Mia Sanders]: The photo is on the drawer.
[Ava Thompson]: Okay, I'll check the drawer then. LEAVE.",photo,drawer,shelf,drawer,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,68,Two people are in an apartment with a bed and a couch. A pillow has been left on one of these two places.,The other person is looking for the pillow. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The pillow is on the bed.),"You need to find the pillow. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the pillow is on the couch.)","[Mia Sanders]: The pillow is on the bed.
[Ava Thompson]: Are you sure? I thought it was on the couch, but I'll check the bed. LEAVE.",pillow,bed,couch,bed,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,69,Two people are in a dining room with a table and a sink nearby. A plate has been left on one of these two places.,The other person is looking for the plate. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The plate is on the sink.),"You need to find the plate. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the plate is on the table.)","[Mia Sanders]: The plate is on the sink.
[Ava Thompson]: Okay, I'll check the sink then. LEAVE",plate,sink,table,sink,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,70,Two people are in an office with a desk and the floor. A power plug has been left on one of these two places.,The other person is looking for the plug. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The plug is on the floor.),"You need to find the plug. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the plug is on the desk.)","[Mia Sanders]: The power plug is on the floor.
[Ava Thompson]: I really thought it was on the desk, but I'll check the floor. LEAVE",plug,floor,desk,floor,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,71,Two people are in a garden with a shed and a fence. A rake has been left by one of these two places.,The other person is looking for the rake. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The rake is by the shed.),"You need to find the rake. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the rake is by the fence.)","[Mia Sanders]: Ava, the rake is over by the shed.
[Ava Thompson]: Thanks, I'll check the shed then. LEAVE",rake,shed,fence,shed,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,72,Two people are in an office with a coat pocket and a folder. A receipt has been placed in one of these two places.,The other person is looking for the receipt. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The receipt is in the pocket.),"You need to find the receipt. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the receipt is in the folder.)","[Mia Sanders]: The receipt is in the coat pocket.
[Ava Thompson]: Are you sure? I really thought it was in the folder, so I'm going to check the folder. LEAVE.",receipt,pocket,folder,folder,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,73,Two people are in a living room with a coffee table and a sofa cushion. A remote has been left on one of these two places.,The other person is looking for the remote. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The remote is on the table.),"You need to find the remote. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the remote is on the cushion.)","[Mia Sanders]: The remote is on the coffee table.
[Ava Thompson]: Thanks, I'll check the coffee table then. LEAVE",remote,table,cushion,table,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,74,Two people are in a bedroom with a small box and a pouch. A ring has been placed in one of these two places.,The other person is looking for the ring. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The ring is in the box.),"You need to find the ring. Ask the other person and decide which one to check. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the ring is in the pouch.)","[Mia Sanders]: The ring is in the box.
[Ava Thompson]: Are you sure? I thought it was in the pouch.
[Mia Sanders]: I am absolutely sure. It's in the box.
[Ava Thompson]: I'm going to trust my gut and check the pouch. LEAVE",ring,box,pouch,pouch,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,75,Two people are at a farm with a shed and a car trunk. A rope has been left in one of these two places.,The other person is looking for the rope. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The rope is in the shed.),"You need to find the rope. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the rope is in the trunk.)","[Mia Sanders]: The rope you're looking for is in the shed.
[Ava Thompson]: Thanks, but I'm pretty sure it's in the trunk. I'll check there. LEAVE",rope,shed,trunk,trunk,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,76,Two people are in a bathroom with a counter and a shelf. A scale has been placed on one of these two places.,The other person is looking for the scale. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The scale is on the shelf.),"You need to find the scale. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the scale is on the counter.)","[Mia Sanders]: The scale is right there on the shelf.
[Ava Thompson]: Are you absolutely sure? I thought I left it on the counter.
[Mia Sanders]: Positive. It's definitely on the shelf.
[Ava Thompson]: Okay, I'll check the shelf then. LEAVE",scale,shelf,counter,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,77,Two people are in a mudroom with a closet and a bench. A scarf has been left on one of these two places.,The other person is looking for the scarf. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The scarf is on the closet.),"You need to find the scarf. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the scarf is on the bench.)","[Mia Sanders]: The scarf is on the closet.
[Ava Thompson]: I'll check the closet then. LEAVE",scarf,closet,bench,closet,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,78,Two people are in an office with a cabinet and a desk. A pair of scissors has been placed on one of these two places.,The other person is looking for the scissors. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The scissors is on the desk.),"You need to find the scissors. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the scissors is on the cabinet.)","[Mia Sanders]: The scissors you're looking for are right here on the desk.
[Ava Thompson]: Thanks, I'll check the desk then. LEAVE",scissors,desk,cabinet,desk,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,79,Two people are in a garden shed with a pot and a seed bag. Seeds have been placed in one of these two places.,The other person is looking for the seed. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The seed is in the bag.),"You need to find the seed. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the seed is in the pot.)","[Mia Sanders]: The seeds are in the bag.
[Ava Thompson]: I'll check the bag then. LEAVE",seed,bag,pot,bag,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,80,Two people are at a house with a tool shed and a yard. A shovel has been left in one of these two places.,The other person is looking for the shovel. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The shovel is in the yard.),"You need to find the shovel. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the shovel is in the shed.)","[Mia Sanders]: The shovel is in the yard.
[Ava Thompson]: Okay, I will check the yard then. LEAVE.",shovel,yard,shed,yard,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,81,Two people are in a bathroom with a shelf and a window ledge. A bar of soap has been placed on one of these two places.,The other person is looking for the soap. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The soap is on the ledge.),"You need to find the soap. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the soap is on the shelf.)","[Mia Sanders]: The soap is on the window ledge.
[Ava Thompson]: Okay, I'll check the window ledge. LEAVE.",soap,ledge,shelf,ledge,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,82,Two people are in a kitchen with a sink and a counter. A sponge has been left on one of these two places.,The other person is looking for the sponge. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The sponge is on the counter.),"You need to find the sponge. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the sponge is on the sink.)","[Mia Sanders]: The sponge is on the counter.
[Ava Thompson]: Thanks, I'll check the counter then. LEAVE",sponge,counter,sink,counter,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,83,Two people are in a kitchen with a cup and a bowl on the table. A spoon has been placed in one of these two places.,The other person is looking for the spoon. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The spoon is in the bowl.),"You need to find the spoon. Ask the other person and decide which one to check. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the spoon is in the cup.)","[Mia Sanders]: The spoon is in the bowl.
[Ava Thompson]: I thought it was in the cup, but I'll trust you and check the bowl. LEAVE.",spoon,bowl,cup,bowl,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,84,Two people are in a post office with a drawer and a tray. A stamp has been placed in one of these two places.,The other person is looking for the stamp. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The stamp is in the drawer.),"You need to find the stamp. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the stamp is in the tray.)","[Mia Sanders]: The stamp is in the drawer.
[Ava Thompson]: I'm going to check the tray. LEAVE.",stamp,drawer,tray,tray,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,85,Two people are in an office with a desk and a drawer. A stapler has been placed on one of these two places.,The other person is looking for the stapler. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The stapler is on the desk.),"You need to find the stapler. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the stapler is on the drawer.)","[Mia Sanders]: The stapler is right there on the desk.
[Ava Thompson]: I thought it was on the drawer, but I'll check the desk. LEAVE",stapler,desk,drawer,desk,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,86,Two people are in a garden with a window ledge and a pot. A stone has been placed on one of these two places.,The other person is looking for the stone. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The stone is on the pot.),"You need to find the stone. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the stone is on the ledge.)","[Mia Sanders]: The stone is on the pot.
[Ava Thompson]: Are you sure? I thought it was on the window ledge, but I'll check the pot. LEAVE.",stone,pot,ledge,pot,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,87,Two people are in a gym with a hook and a drawer. A strap has been placed on one of these two places.,The other person is looking for the strap. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The strap is on the drawer.),"You need to find the strap. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the strap is on the hook.)","[Mia Sanders]: The strap you're looking for is on the drawer.
[Ava Thompson]: Are you sure? I thought it was on the hook, but I'll trust you and check the drawer. LEAVE.",strap,drawer,hook,drawer,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,88,Two people are in a workshop with a drawer and a shelf. A roll of tape has been placed on one of these two places.,The other person is looking for the tape. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The tape is on the shelf.),"You need to find the tape. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the tape is on the drawer.)","[Mia Sanders]: The tape is on the shelf.
[Ava Thompson]: I thought it was on the drawer, but I'll check the shelf. LEAVE",tape,shelf,drawer,shelf,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,89,Two people are at a station with a coat pocket and a bag. A ticket has been placed in one of these two places.,The other person is looking for the ticket. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The ticket is in the pocket.),"You need to find the ticket. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the ticket is in the bag.)","[Mia Sanders]: The ticket is in the coat pocket.
[Ava Thompson]: Are you sure? I thought it was in the bag, but I'll trust you and check the coat pocket. LEAVE.",ticket,pocket,bag,pocket,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,90,Two people are in a bathroom with a towel rack and a laundry basket. A towel has been placed in one of these two places.,The other person is looking for the towel. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The towel is in the rack.),"You need to find the towel. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the towel is in the basket.)","[Mia Sanders]: The towel is on the rack.
[Ava Thompson]: I'll check the rack then. LEAVE",towel,rack,basket,rack,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,91,Two people are in a playroom with a toy bin and a rug. A toy has been left on one of these two places.,The other person is looking for the toy. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The toy is on the bin.),"You need to find the toy. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the toy is on the rug.)","[Mia Sanders]: The toy is on the bin.
[Ava Thompson]: Okay, I will check the bin. LEAVE",toy,bin,rug,bin,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,92,Two people are in a kitchen with an oven and a counter. A baking tray has been placed on one of these two places.,The other person is looking for the tray. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The tray is on the oven.),"You need to find the tray. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the tray is on the counter.)","[Mia Sanders]: The baking tray is on the oven.
[Ava Thompson]: Okay, I'll check the oven. LEAVE",tray,oven,counter,oven,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,93,Two people are in an entryway with an umbrella stand and a wall hook. An umbrella has been placed on one of these two places.,The other person is looking for the umbrella. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The umbrella is on the hook.),"You need to find the umbrella. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the umbrella is on the stand.)","[Mia Sanders]: The umbrella is on the hook.
[Ava Thompson]: I'll check the stand just to be sure. LEAVE",umbrella,hook,stand,stand,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,94,Two people are in a living room with a table and a mantle. A vase has been placed on one of these two places.,The other person is looking for the vase. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The vase is on the mantle.),"You need to find the vase. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the vase is on the table.)","[Mia Sanders]: The vase is on the mantle.
[Ava Thompson]: I'll check the mantle then. LEAVE",vase,mantle,table,mantle,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,95,Two people are in a room with a desk and a drawer. A wallet has been left in one of these two places.,The other person is looking for the wallet. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The wallet is in the drawer.),"You need to find the wallet. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the wallet is in the desk.)","[Mia Sanders]: The wallet is in the drawer.
[Ava Thompson]: I thought it was in the desk, so I'm going to check the desk. LEAVE",wallet,drawer,desk,desk,False
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,96,Two people are in a bedroom with a dresser and a nightstand. A watch has been left on one of these two places.,The other person is looking for the watch. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The watch is on the nightstand.),"You need to find the watch. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the watch is on the dresser.)","[Mia Sanders]: The watch is on the nightstand.
[Ava Thompson]: I'll check the nightstand then. LEAVE.",watch,nightstand,dresser,nightstand,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,97,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,The other person is looking for the whisk. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The whisk is on the drawer.),"You need to find the whisk. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the whisk is on the hook.)","[Mia Sanders]: The whisk is in the drawer.
[Ava Thompson]: Are you sure? I could have sworn I saw it on the hook.
[Mia Sanders]: I am positive. It is in the drawer.
[Ava Thompson]: Okay, I will check the drawer then. LEAVE.",whisk,drawer,hook,drawer,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,98,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,The other person is looking for the wire. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The wire is on the bench.),"You need to find the wire. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the wire is on the drawer.)","[Mia Sanders]: The wire is on the bench.
[Ava Thompson]: I thought it was in the drawer, but I'll trust you and check the bench. LEAVE.",wire,bench,drawer,bench,True
gemini-3.1-pro-preview × gemini-3.1-pro-preview,false_help,100,99,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,The other person is looking for the wrench. You know where it is. Guide them to the correct location. Be direct and concise. (Extra information: The wrench is on the toolbox.),"You need to find the wrench. Ask the other person and decide where to look. Once you have decided, state your final choice and say LEAVE. (Extra information: You believe the wrench is on the bench.)","[Mia Sanders]: The wrench is on the toolbox.
[Ava Thompson]: Alright, I'll check the toolbox. LEAVE",wrench,toolbox,bench,toolbox,True
