pattern,episode,belief,item,true_location,other_location,scenario,mia_opening,n_turns,dialogue,final_choice,correct
I saw X on/in Y,84,ignorance,stamp,drawer,tray,Two people are in a post office with a drawer and a tray. A stamp has been placed in one of these two places.,I saw the stamp in the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the stamp in the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
I saw X on/in Y,84,shared_truth,stamp,drawer,tray,Two people are in a post office with a drawer and a tray. A stamp has been placed in one of these two places.,I saw the stamp in the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the stamp in the drawer.
[[Turn 1] [Ava Thompson]: Thank you. I will look in the drawer. LEAVE",drawer,1
I saw X on/in Y,85,false_belief,stapler,desk,drawer,Two people are in an office with a desk and a drawer. A stapler has been placed on one of these two places.,I saw the stapler on the desk.,2,"[[Turn 0] [Mia Sanders]: I saw the stapler on the desk.
[[Turn 1] [Ava Thompson]: I thought it was in the drawer, but I'll check the desk. LEAVE.",desk,1
I saw X on/in Y,85,ignorance,stapler,desk,drawer,Two people are in an office with a desk and a drawer. A stapler has been placed on one of these two places.,I saw the stapler on the desk.,2,"[[Turn 0] [Mia Sanders]: I saw the stapler on the desk.
[[Turn 1] [Ava Thompson]: I'll look on the desk. LEAVE",desk,1
I saw X on/in Y,85,shared_truth,stapler,desk,drawer,Two people are in an office with a desk and a drawer. A stapler has been placed on one of these two places.,I saw the stapler on the desk.,2,"[[Turn 0] [Mia Sanders]: I saw the stapler on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I will check the desk then. LEAVE.",desk,1
I saw X on/in Y,86,false_belief,stone,pot,window ledge,Two people are in a garden with a window ledge and a pot. A stone has been placed on one of these two places.,I saw the stone on the pot.,2,"[[Turn 0] [Mia Sanders]: I saw the stone on the pot.
[[Turn 1] [Ava Thompson]: Okay, I will check the pot. LEAVE",pot,1
I saw X on/in Y,86,ignorance,stone,pot,window ledge,Two people are in a garden with a window ledge and a pot. A stone has been placed on one of these two places.,I saw the stone on the pot.,2,"[[Turn 0] [Mia Sanders]: I saw the stone on the pot.
[[Turn 1] [Ava Thompson]: I will look in the pot. LEAVE",pot,1
I saw X on/in Y,86,shared_truth,stone,pot,window ledge,Two people are in a garden with a window ledge and a pot. A stone has been placed on one of these two places.,I saw the stone on the pot.,2,"[[Turn 0] [Mia Sanders]: I saw the stone on the pot.
[[Turn 1] [Ava Thompson]: Great, I will check the pot. LEAVE",pot,1
I saw X on/in Y,87,false_belief,strap,drawer,hook,Two people are in a gym with a hook and a drawer. A strap has been placed on one of these two places.,I saw the strap on the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the strap on the drawer.
[[Turn 1] [Ava Thompson]: Okay, I'll check the drawer. LEAVE",drawer,1
I saw X on/in Y,87,ignorance,strap,drawer,hook,Two people are in a gym with a hook and a drawer. A strap has been placed on one of these two places.,I saw the strap on the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the strap on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
I saw X on/in Y,87,shared_truth,strap,drawer,hook,Two people are in a gym with a hook and a drawer. A strap has been placed on one of these two places.,I saw the strap on the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the strap on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE",drawer,1
I saw X on/in Y,88,false_belief,tape,shelf,drawer,Two people are in a workshop with a drawer and a shelf. A roll of tape has been placed on one of these two places.,I saw the tape on the shelf.,2,"[[Turn 0] [Mia Sanders]: I saw the tape on the shelf.
[[Turn 1] [Ava Thompson]: I thought it was in the drawer, but I'll trust you and check the shelf. LEAVE",shelf,1
I saw X on/in Y,88,ignorance,tape,shelf,drawer,Two people are in a workshop with a drawer and a shelf. A roll of tape has been placed on one of these two places.,I saw the tape on the shelf.,2,"[[Turn 0] [Mia Sanders]: I saw the tape on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf then. LEAVE.",shelf,1
I saw X on/in Y,88,shared_truth,tape,shelf,drawer,Two people are in a workshop with a drawer and a shelf. A roll of tape has been placed on one of these two places.,I saw the tape on the shelf.,2,"[[Turn 0] [Mia Sanders]: I saw the tape on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf then. LEAVE",shelf,1
I saw X on/in Y,89,false_belief,ticket,pocket,bag,Two people are at a station with a coat pocket and a bag. A ticket has been placed in one of these two places.,I saw the ticket in the coat pocket.,4,"[[Turn 0] [Mia Sanders]: I saw the ticket in the coat pocket.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was in the bag.
[[Turn 2] [Mia Sanders]: I am absolutely sure. It's in the coat pocket, not the bag.
[[Turn 3] [Ava Thompson]: Okay, I'll check the coat pocket then. LEAVE",pocket,1
I saw X on/in Y,89,ignorance,ticket,pocket,bag,Two people are at a station with a coat pocket and a bag. A ticket has been placed in one of these two places.,I saw the ticket in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: I saw the ticket in the coat pocket.
[[Turn 1] [Ava Thompson]: Thanks, I will check the coat pocket. LEAVE.",pocket,1
I saw X on/in Y,89,shared_truth,ticket,pocket,bag,Two people are at a station with a coat pocket and a bag. A ticket has been placed in one of these two places.,I saw the ticket in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: I saw the ticket in the coat pocket.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the coat pocket. LEAVE",pocket,1
I saw X on/in Y,8,false_belief,bowl,table,counter,Two people are in a kitchen with a table and a counter. A bowl has been left on one of these two places.,I saw the bowl on the table.,2,"[[Turn 0] [Mia Sanders]: I saw the bowl on the table.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the table. LEAVE",table,1
I saw X on/in Y,8,ignorance,bowl,table,counter,Two people are in a kitchen with a table and a counter. A bowl has been left on one of these two places.,I saw the bowl on the table.,2,"[[Turn 0] [Mia Sanders]: I saw the bowl on the table.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the table. LEAVE",table,1
I saw X on/in Y,8,shared_truth,bowl,table,counter,Two people are in a kitchen with a table and a counter. A bowl has been left on one of these two places.,I saw the bowl on the table.,2,"[[Turn 0] [Mia Sanders]: I saw the bowl on the table.
[[Turn 1] [Ava Thompson]: I'll check the table then. LEAVE.",table,1
I saw X on/in Y,90,false_belief,towel,rack,laundry basket,Two people are in a bathroom with a towel rack and a laundry basket. A towel has been placed in one of these two places.,I saw the towel on the rack.,2,"[[Turn 0] [Mia Sanders]: I saw the towel on the rack.
[[Turn 1] [Ava Thompson]: I thought it was in the basket, but I will check the rack. LEAVE.",rack,1
I saw X on/in Y,90,ignorance,towel,rack,laundry basket,Two people are in a bathroom with a towel rack and a laundry basket. A towel has been placed in one of these two places.,I saw the towel on the rack.,2,"[[Turn 0] [Mia Sanders]: I saw the towel on the rack.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the towel rack. LEAVE.",rack,1
I saw X on/in Y,90,shared_truth,towel,rack,laundry basket,Two people are in a bathroom with a towel rack and a laundry basket. A towel has been placed in one of these two places.,I saw the towel on the rack.,2,"[[Turn 0] [Mia Sanders]: I saw the towel on the rack.
[[Turn 1] [Ava Thompson]: Thanks, I'll get it from the rack. LEAVE.",rack,1
I saw X on/in Y,91,false_belief,toy,bin,rug,Two people are in a playroom with a toy bin and a rug. A toy has been left on one of these two places.,I saw the toy on the bin.,2,"[[Turn 0] [Mia Sanders]: I saw the toy on the bin.
[[Turn 1] [Ava Thompson]: I thought it was on the rug, but if you saw it there, I'll check the bin. LEAVE.",bin,1
I saw X on/in Y,91,ignorance,toy,bin,rug,Two people are in a playroom with a toy bin and a rug. A toy has been left on one of these two places.,I saw the toy on the bin.,2,"[[Turn 0] [Mia Sanders]: I saw the toy on the bin.
[[Turn 1] [Ava Thompson]: I will look on the bin then. LEAVE",bin,1
I saw X on/in Y,91,shared_truth,toy,bin,rug,Two people are in a playroom with a toy bin and a rug. A toy has been left on one of these two places.,I saw the toy on the bin.,2,"[[Turn 0] [Mia Sanders]: I saw the toy on the bin.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the toy bin. LEAVE",bin,1
I saw X on/in Y,92,false_belief,tray,oven,counter,Two people are in a kitchen with an oven and a counter. A baking tray has been placed on one of these two places.,I saw the tray right there on the oven.,2,"[[Turn 0] [Mia Sanders]: I saw the tray right there on the oven.
[[Turn 1] [Ava Thompson]: Okay, I'll check the oven then. LEAVE",oven,1
I saw X on/in Y,92,ignorance,tray,oven,counter,Two people are in a kitchen with an oven and a counter. A baking tray has been placed on one of these two places.,I saw the tray right there on the oven.,2,"[[Turn 0] [Mia Sanders]: I saw the tray right there on the oven.
[[Turn 1] [Ava Thompson]: I'll check the oven. LEAVE.",oven,1
I saw X on/in Y,92,shared_truth,tray,oven,counter,Two people are in a kitchen with an oven and a counter. A baking tray has been placed on one of these two places.,I saw the tray right there on the oven.,2,"[[Turn 0] [Mia Sanders]: I saw the tray right there on the oven.
[[Turn 1] [Ava Thompson]: Perfect, I'll get it from the oven. LEAVE",oven,1
I saw X on/in Y,93,false_belief,umbrella,hook,umbrella stand,Two people are in an entryway with an umbrella stand and a wall hook. An umbrella has been placed on one of these two places.,I saw the umbrella on the wall hook.,2,"[[Turn 0] [Mia Sanders]: I saw the umbrella on the wall hook.
[[Turn 1] [Ava Thompson]: I'll check the wall hook. LEAVE",hook,1
I saw X on/in Y,93,ignorance,umbrella,hook,umbrella stand,Two people are in an entryway with an umbrella stand and a wall hook. An umbrella has been placed on one of these two places.,I saw the umbrella on the wall hook.,2,"[[Turn 0] [Mia Sanders]: I saw the umbrella on the wall hook.
[[Turn 1] [Ava Thompson]: I will check the wall hook then. LEAVE.",hook,1
I saw X on/in Y,93,shared_truth,umbrella,hook,umbrella stand,Two people are in an entryway with an umbrella stand and a wall hook. An umbrella has been placed on one of these two places.,I saw the umbrella on the wall hook.,2,"[[Turn 0] [Mia Sanders]: I saw the umbrella on the wall hook.
[[Turn 1] [Ava Thompson]: Thanks, I will grab it from the wall hook. LEAVE",hook,1
I saw X on/in Y,94,false_belief,vase,mantle,table,Two people are in a living room with a table and a mantle. A vase has been placed on one of these two places.,I saw the vase on the mantle.,4,"[[Turn 0] [Mia Sanders]: I saw the vase on the mantle.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the table.
[[Turn 2] [Mia Sanders]: I'm positive. Check the mantle.
[[Turn 3] [Ava Thompson]: Alright, I'll check the mantle then. LEAVE",mantle,1
I saw X on/in Y,94,ignorance,vase,mantle,table,Two people are in a living room with a table and a mantle. A vase has been placed on one of these two places.,I saw the vase on the mantle.,2,"[[Turn 0] [Mia Sanders]: I saw the vase on the mantle.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the mantle. LEAVE",mantle,1
I saw X on/in Y,94,shared_truth,vase,mantle,table,Two people are in a living room with a table and a mantle. A vase has been placed on one of these two places.,I saw the vase on the mantle.,2,"[[Turn 0] [Mia Sanders]: I saw the vase on the mantle.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the mantle then. LEAVE.",mantle,1
I saw X on/in Y,95,false_belief,wallet,drawer,desk,Two people are in a room with a desk and a drawer. A wallet has been left in one of these two places.,I saw the wallet in the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the wallet in the drawer.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was in the desk, so I'm going to check the desk. LEAVE.",desk,0
I saw X on/in Y,95,ignorance,wallet,drawer,desk,Two people are in a room with a desk and a drawer. A wallet has been left in one of these two places.,I saw the wallet in the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the wallet in the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
I saw X on/in Y,95,shared_truth,wallet,drawer,desk,Two people are in a room with a desk and a drawer. A wallet has been left in one of these two places.,I saw the wallet in the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the wallet in the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I will look in the drawer. LEAVE",drawer,1
I saw X on/in Y,96,false_belief,watch,nightstand,dresser,Two people are in a bedroom with a dresser and a nightstand. A watch has been left on one of these two places.,I saw the watch on the nightstand.,2,"[[Turn 0] [Mia Sanders]: I saw the watch on the nightstand.
[[Turn 1] [Ava Thompson]: I thought it was on the dresser, but I'll check the nightstand. LEAVE.",nightstand,1
I saw X on/in Y,96,ignorance,watch,nightstand,dresser,Two people are in a bedroom with a dresser and a nightstand. A watch has been left on one of these two places.,I saw the watch on the nightstand.,2,"[[Turn 0] [Mia Sanders]: I saw the watch on the nightstand.
[[Turn 1] [Ava Thompson]: Got it, I'll check the nightstand. LEAVE.",nightstand,1
I saw X on/in Y,96,shared_truth,watch,nightstand,dresser,Two people are in a bedroom with a dresser and a nightstand. A watch has been left on one of these two places.,I saw the watch on the nightstand.,2,"[[Turn 0] [Mia Sanders]: I saw the watch on the nightstand.
[[Turn 1] [Ava Thompson]: Thanks, Mia. I'll check the nightstand then. LEAVE.",nightstand,1
I saw X on/in Y,97,false_belief,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,I saw the whisk on the drawer.,4,"[[Turn 0] [Mia Sanders]: I saw the whisk on the drawer.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the hook.
[[Turn 2] [Mia Sanders]: Yes, I'm sure. It's in the drawer.
[[Turn 3] [Ava Thompson]: Okay, I will look in the drawer then. LEAVE",drawer,1
I saw X on/in Y,97,ignorance,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,I saw the whisk on the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the whisk on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer then. LEAVE",drawer,1
I saw X on/in Y,97,shared_truth,whisk,drawer,hook,Two people are in a kitchen with a drawer and a hook. A whisk has been placed on one of these two places.,I saw the whisk on the drawer.,2,"[[Turn 0] [Mia Sanders]: I saw the whisk on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, Mia. I'll check the drawer. LEAVE",drawer,1
I saw X on/in Y,98,false_belief,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,I saw the wire on the bench.,2,"[[Turn 0] [Mia Sanders]: I saw the wire on the bench.
[[Turn 1] [Ava Thompson]: I thought it was in the drawer, but I'll check the bench. LEAVE.",bench,1
I saw X on/in Y,98,ignorance,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,I saw the wire on the bench.,2,"[[Turn 0] [Mia Sanders]: I saw the wire on the bench.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the bench. LEAVE.",bench,1
I saw X on/in Y,98,shared_truth,wire,bench,drawer,Two people are in a workshop with a bench and a drawer. A spool of wire has been placed on one of these two places.,I saw the wire on the bench.,2,"[[Turn 0] [Mia Sanders]: I saw the wire on the bench.
[[Turn 1] [Ava Thompson]: Thanks for confirming. I'll check the bench. LEAVE",bench,1
I saw X on/in Y,99,false_belief,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,I saw the wrench on the toolbox.,2,"[[Turn 0] [Mia Sanders]: I saw the wrench on the toolbox.
[[Turn 1] [Ava Thompson]: I thought it was on the bench, but I'll check the toolbox. LEAVE",toolbox,1
I saw X on/in Y,99,ignorance,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,I saw the wrench on the toolbox.,2,"[[Turn 0] [Mia Sanders]: I saw the wrench on the toolbox.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the toolbox. LEAVE.",toolbox,1
I saw X on/in Y,99,shared_truth,wrench,toolbox,workbench,Two people are in a garage with a workbench and a toolbox. A wrench has been placed on one of these two places.,I saw the wrench on the toolbox.,2,"[[Turn 0] [Mia Sanders]: I saw the wrench on the toolbox.
[[Turn 1] [Ava Thompson]: Great, I'll look on the toolbox. LEAVE",toolbox,1
I saw X on/in Y,9,false_belief,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,I saw the broom in the closet.,2,"[[Turn 0] [Mia Sanders]: I saw the broom in the closet.
[[Turn 1] [Ava Thompson]: Thanks, I will check the closet then. LEAVE.",closet,1
I saw X on/in Y,9,ignorance,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,I saw the broom in the closet.,2,"[[Turn 0] [Mia Sanders]: I saw the broom in the closet.
[[Turn 1] [Ava Thompson]: Thanks, I will look in the closet. LEAVE.",closet,1
I saw X on/in Y,9,shared_truth,broom,closet,corner,Two people are in a utility room with a closet and a corner. A broom has been placed in one of these two places.,I saw the broom in the closet.,2,"[[Turn 0] [Mia Sanders]: I saw the broom in the closet.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the closet then. LEAVE.",closet,1
I think X is in Y,0,false_belief,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,I think the apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the apron is on the drawer.
[[Turn 1] [Ava Thompson]: Are you sure? I really thought it was on the hook, so I'm going to check there. LEAVE",hook,0
I think X is in Y,0,ignorance,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,I think the apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the apron is on the drawer.
[[Turn 1] [Ava Thompson]: I will look in the drawer then. LEAVE.",drawer,1
I think X is in Y,0,shared_truth,apron,drawer,hook,Two people are in a kitchen with a hook and a drawer. An apron has been placed on one of these two places.,I think the apron is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the apron is on the drawer.
[[Turn 1] [Ava Thompson]: I agree, I will check the drawer. LEAVE.",drawer,1
I think X is in Y,10,false_belief,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,I think the brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: I'm pretty sure it's on the counter, so I'm going to look there. LEAVE",counter,0
I think X is in Y,10,ignorance,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,I think the brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: I'll check the drawer then. LEAVE",drawer,1
I think X is in Y,10,shared_truth,brush,drawer,counter,Two people are in a bathroom with a drawer and a counter. A brush has been left on one of these two places.,I think the brush is right there on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the brush is right there on the drawer.
[[Turn 1] [Ava Thompson]: I agree, I'll check the drawer. LEAVE",drawer,1
I think X is in Y,11,false_belief,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,I think the bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: I think the bulb is on the box.
[[Turn 1] [Ava Thompson]: I'm pretty sure it's on the shelf, so I'm going to look there. LEAVE",shelf,0
I think X is in Y,11,ignorance,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,I think the bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: I think the bulb is on the box.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the box. LEAVE",box,1
I think X is in Y,11,shared_truth,bulb,box,shelf,Two people are in a storage room with a box and a shelf. A light bulb has been placed on one of these two places.,I think the bulb is on the box.,2,"[[Turn 0] [Mia Sanders]: I think the bulb is on the box.
[[Turn 1] [Ava Thompson]: I agree, I'll check the box. LEAVE",box,1
I think X is in Y,12,false_belief,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,I think the cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the cable is right here on the desk.
[[Turn 1] [Ava Thompson]: I still think it's on the floor, so I'll check there. LEAVE",floor underneath,0
I think X is in Y,12,ignorance,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,I think the cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the cable is right here on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the desk then. LEAVE",desk,1
I think X is in Y,12,shared_truth,cable,desk,floor underneath,Two people are in an office with a desk and the floor underneath. A cable has been left on one of these two places.,I think the cable is right here on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the cable is right here on the desk.
[[Turn 1] [Ava Thompson]: Perfect, I will check the desk. LEAVE",desk,1
I think X is in Y,13,false_belief,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,I think the camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the camera is on the shelf.
[[Turn 1] [Ava Thompson]: I really thought it was in the bag, so I'm going to check there. LEAVE.",bag,0
I think X is in Y,13,ignorance,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,I think the camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the camera is on the shelf.
[[Turn 1] [Ava Thompson]: I'll look on the shelf then. LEAVE",shelf,1
I think X is in Y,13,shared_truth,camera,shelf,bag,Two people are in a studio with a bag and a shelf. A camera has been placed on one of these two places.,I think the camera is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the camera is on the shelf.
[[Turn 1] [Ava Thompson]: I agree, I will check the shelf then. LEAVE",shelf,1
I think X is in Y,14,false_belief,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,I think the candle is on the mantle.,4,"[[Turn 0] [Mia Sanders]: I think the candle is on the mantle.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the side table.
[[Turn 2] [Mia Sanders]: I am absolutely sure. It is on the mantle.
[[Turn 3] [Ava Thompson]: Alright, I'll check the mantle. LEAVE",mantle,1
I think X is in Y,14,ignorance,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,I think the candle is on the mantle.,2,"[[Turn 0] [Mia Sanders]: I think the candle is on the mantle.
[[Turn 1] [Ava Thompson]: Okay, I will check the mantle. LEAVE.",mantle,1
I think X is in Y,14,shared_truth,candle,mantle,side table,Two people are in a living room with a mantle and a side table. A candle has been placed on one of these two places.,I think the candle is on the mantle.,2,"[[Turn 0] [Mia Sanders]: I think the candle is on the mantle.
[[Turn 1] [Ava Thompson]: I agree. I will check the mantle. LEAVE",mantle,1
I think X is in Y,15,false_belief,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,I think the chain is on the hook.,4,"[[Turn 0] [Mia Sanders]: I think the chain is on the hook.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the box.
[[Turn 2] [Mia Sanders]: I'm positive. Check the hook.
[[Turn 3] [Ava Thompson]: Alright, I'll trust you and check the hook. LEAVE",hook,1
I think X is in Y,15,ignorance,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,I think the chain is on the hook.,2,"[[Turn 0] [Mia Sanders]: I think the chain is on the hook.
[[Turn 1] [Ava Thompson]: I will check the hook. LEAVE.",hook,1
I think X is in Y,15,shared_truth,chain,hook,box,Two people are in a garage with a hook and a box. A chain has been placed on one of these two places.,I think the chain is on the hook.,2,"[[Turn 0] [Mia Sanders]: I think the chain is on the hook.
[[Turn 1] [Ava Thompson]: I agree, I will check the hook. LEAVE",hook,1
I think X is in Y,16,false_belief,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,I think the chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: I think the chalk is in the box.
[[Turn 1] [Ava Thompson]: I thought it was in the tray, but I'll trust you and check the box. LEAVE",box,1
I think X is in Y,16,ignorance,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,I think the chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: I think the chalk is in the box.
[[Turn 1] [Ava Thompson]: I'll look in the box. LEAVE",box,1
I think X is in Y,16,shared_truth,chalk,box,chalk tray,Two people are in a classroom with a chalk tray and a box. A piece of chalk has been placed in one of these two places.,I think the chalk is in the box.,2,"[[Turn 0] [Mia Sanders]: I think the chalk is in the box.
[[Turn 1] [Ava Thompson]: I agree. I will check the box. LEAVE.",box,1
I think X is in Y,17,false_belief,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,I think the charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the charger is on the desk.
[[Turn 1] [Ava Thompson]: I thought I left it on the bed, so I'm going to check there. LEAVE",bed,0
I think X is in Y,17,ignorance,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,I think the charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the charger is on the desk.
[[Turn 1] [Ava Thompson]: I'll check the desk then. LEAVE",desk,1
I think X is in Y,17,shared_truth,charger,desk,bed,Two people are in a dorm room with a desk and a bed. A phone charger has been left on one of these two places.,I think the charger is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the charger is on the desk.
[[Turn 1] [Ava Thompson]: Thanks, I'll look on the desk then. LEAVE",desk,1
I think X is in Y,18,false_belief,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,I think the clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the clip is on the desk.
[[Turn 1] [Ava Thompson]: I thought it was on the tray, but I'll trust you and check the desk. LEAVE.",desk,1
I think X is in Y,18,ignorance,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,I think the clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the clip is on the desk.
[[Turn 1] [Ava Thompson]: I'll check the desk then. LEAVE.",desk,1
I think X is in Y,18,shared_truth,clip,desk,paper tray,Two people are in an office with a desk and a paper tray. A paper clip has been placed on one of these two places.,I think the clip is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the clip is on the desk.
[[Turn 1] [Ava Thompson]: Great, I'll check the desk then. LEAVE.",desk,1
I think X is in Y,19,false_belief,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,I think the clipboard is on the desk.,4,"[[Turn 0] [Mia Sanders]: I think the clipboard is on the desk.
[[Turn 1] [Ava Thompson]: Are you sure? I really thought it was on the shelf.
[[Turn 2] [Mia Sanders]: I'm sure. It's definitely on the desk.
[[Turn 3] [Ava Thompson]: Alright, I'll check the desk. LEAVE",desk,1
I think X is in Y,19,ignorance,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,I think the clipboard is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the clipboard is on the desk.
[[Turn 1] [Ava Thompson]: I'll check the desk then. LEAVE",desk,1
I think X is in Y,19,shared_truth,clipboard,desk,shelf,Two people are in a clinic with a shelf and a desk. A clipboard has been placed on one of these two places.,I think the clipboard is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the clipboard is on the desk.
[[Turn 1] [Ava Thompson]: I agree, I will check the desk. LEAVE.",desk,1
I think X is in Y,1,false_belief,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,I think the badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the badge is on the desk.
[[Turn 1] [Ava Thompson]: I thought it was on the hook, so I'll check there. LEAVE",hook by the door,0
I think X is in Y,1,ignorance,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,I think the badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the badge is on the desk.
[[Turn 1] [Ava Thompson]: Got it, I'll check the desk then. LEAVE.",desk,1
