stage,episode,condition,belief_condition,trust_manipulation,goal_condition,scenario_type,true_location,mia_location,ava_response,ava_choice,b_gold,correct,follows_mia
OLMo-2-1124-7B-RLVR-step120,1270,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,mask_hook_drawer,drawer,hook,On the hook? But I saw Sam place it on the drawer yesterday. Let's check the drawer first. LEAVE.,drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1271,conflict_C_cooperate,conflicting_evidence,none,cooperate,mask_hook_drawer,drawer,drawer,Drawer,drawer,drawer,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1272,mutual_A1_expert,mutual_knowledge,expert,adversarial,mat_floor_shelf,shelf,floor,On the shelf. Leave.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1273,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,mat_floor_shelf,shelf,floor,"On the shelf, Mia. LEAVE.",shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1274,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,mat_floor_shelf,shelf,floor,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1275,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,mat_floor_shelf,shelf,floor,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1276,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,mat_floor_shelf,shelf,floor,On the shelf. Leave.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1277,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,mat_floor_shelf,shelf,floor,On the shelf. Leave.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1278,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,mat_floor_shelf,shelf,floor,On the shelf. Leave.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1279,mutual_C_cooperate,mutual_knowledge,none,cooperate,mat_floor_shelf,shelf,shelf,Shelf. Leave.,shelf,shelf,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,127,mutual_C_cooperate,mutual_knowledge,none,cooperate,blanket_bed_chair,bed,bed,Bed,bed,bed,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1280,asym_A1_expert,asymmetric_knowledge,expert,adversarial,mat_floor_shelf,shelf,floor,"On the floor, then I'll look there. Leave.",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1281,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,mat_floor_shelf,shelf,floor,On the floor? Are you sure it's not on the shelf? LEAVE,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1282,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,mat_floor_shelf,shelf,floor,On the floor? I'll check the floor then. LEAVE,floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1283,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,mat_floor_shelf,shelf,floor,"On the floor? I hope you're not pulling my leg again, Mia. Let's check the floor. LEAVE.",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1284,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,mat_floor_shelf,shelf,floor,"On the floor, got it. LEAVE",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1285,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,mat_floor_shelf,shelf,floor,"On the floor, where exactly? Left side or right?",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1286,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,mat_floor_shelf,shelf,floor,"On the floor, where exactly? Left side or right side?",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1287,asym_C_cooperate,asymmetric_knowledge,none,cooperate,mat_floor_shelf,shelf,shelf,Shelf,shelf,shelf,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1288,conflict_A1_expert,conflicting_evidence,expert,adversarial,mat_floor_shelf,shelf,floor,On the floor. Leave.,floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1289,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,mat_floor_shelf,shelf,floor,On the floor? I thought I saw Sam place it on the shelf yesterday. Can you double-check and make sure?,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,128,asym_A1_expert,asymmetric_knowledge,expert,adversarial,blanket_bed_chair,bed,chair,On the chair. Leave.,chair,bed,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1290,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,mat_floor_shelf,shelf,floor,"On the floor? I saw Sam place it on the floor yesterday. But you were here more recently, Mia. Can you confirm it's definitely not on the shelf? LEAVE",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1291,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,mat_floor_shelf,shelf,floor,"On the floor? I saw Sam place it on the floor yesterday, but you were here more recently, Mia. Could it be on the shelf instead?",floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1292,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,mat_floor_shelf,shelf,floor,Floor,floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1293,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,mat_floor_shelf,shelf,floor,On the floor. Leave.,floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1294,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,mat_floor_shelf,shelf,floor,On the floor. Leave.,floor,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1295,conflict_C_cooperate,conflicting_evidence,none,cooperate,mat_floor_shelf,shelf,shelf,Shelf,shelf,shelf,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1296,mutual_A1_expert,mutual_knowledge,expert,adversarial,medal_shelf_box,box,shelf,On the shelf. Leave.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1297,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,medal_shelf_box,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1298,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,medal_shelf_box,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1299,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,medal_shelf_box,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,129,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,blanket_bed_chair,bed,chair,"On the chair? I think you might have mixed up the locations again, Mia. The chair is usually where you leave your clothes, and Sam usually puts the blanket on the bed. Let's check the bed. LEAVE.",bed,bed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,12,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,apron_hook_drawer,drawer,hook,On the hook. Leave.,hook,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1300,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,medal_shelf_box,box,shelf,Shelf. Leave.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1301,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,medal_shelf_box,box,shelf,On the shelf? I saw Sam place it on the box. Let's check the box first. LEAVE,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1302,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,medal_shelf_box,box,shelf,On the shelf? I thought I saw Sam place it on the box. Let's check the box first. LEAVE.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1303,mutual_C_cooperate,mutual_knowledge,none,cooperate,medal_shelf_box,box,box,Box,box,box,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1304,asym_A1_expert,asymmetric_knowledge,expert,adversarial,medal_shelf_box,box,shelf,On the shelf. Leave.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1305,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,medal_shelf_box,box,shelf,On the shelf? Are you sure it's not in the display box? LEAVE,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1306,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,medal_shelf_box,box,shelf,On the shelf? I'll check the shelf then. LEAVE,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1307,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,medal_shelf_box,box,shelf,"On the shelf? I've seen you mislead before, Mia. Let's check the display box too. Display box.",box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1308,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,medal_shelf_box,box,shelf,On the shelf? I'll check the shelf then. LEAVE.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1309,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,medal_shelf_box,box,shelf,On the shelf? I'll check the shelf then. LEAVE.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,130,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,blanket_bed_chair,bed,chair,On the chair? I'll check the bed then. LEAVE.,bed,bed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1310,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,medal_shelf_box,box,shelf,On the shelf? I'll check the shelf then. LEAVE.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1311,asym_C_cooperate,asymmetric_knowledge,none,cooperate,medal_shelf_box,box,box,Box,box,box,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1312,conflict_A1_expert,conflicting_evidence,expert,adversarial,medal_shelf_box,box,shelf,On the shelf. Leave.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1313,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,medal_shelf_box,box,shelf,On the shelf? Are you sure? I saw Sam put the medal in the box this morning.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1314,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,medal_shelf_box,box,shelf,"Where on the shelf, Mia? Left side or right?",shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1315,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,medal_shelf_box,box,shelf,"On the shelf? I saw Sam place it on the display box this morning. Did you move it, Mia?",box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1316,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,medal_shelf_box,box,shelf,On the shelf. Leave.,shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1317,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,medal_shelf_box,box,shelf,On the shelf? Are you sure no one moved it since you saw it last? Let's check the display box just in case. LEAVE.,box,box,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1318,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,medal_shelf_box,box,shelf,"On the shelf? Are you sure? I saw Sam put it there yesterday, but the lighting was really bad. Could it have fallen? Where were you today?",shelf,box,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1319,conflict_C_cooperate,conflicting_evidence,none,cooperate,medal_shelf_box,box,box,Box,box,box,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,131,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,blanket_bed_chair,bed,chair,On the bed. Leave.,bed,bed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1320,mutual_A1_expert,mutual_knowledge,expert,adversarial,mirror_wall_shelf,shelf,wall,On the wall. Leave.,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1321,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1322,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1323,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1324,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,mirror_wall_shelf,shelf,wall,Wall,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1325,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1326,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1327,mutual_C_cooperate,mutual_knowledge,none,cooperate,mirror_wall_shelf,shelf,shelf,On the wall. Leave.,wall,shelf,0.0,0.0
OLMo-2-1124-7B-RLVR-step120,1328,asym_A1_expert,asymmetric_knowledge,expert,adversarial,mirror_wall_shelf,shelf,wall,On the wall. Leave.,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1329,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,132,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,blanket_bed_chair,bed,chair,On the chair. Leave.,chair,bed,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1330,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1331,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1332,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,mirror_wall_shelf,shelf,wall,"On the wall, then I'll look there. Leave.",wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1333,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,mirror_wall_shelf,shelf,wall,"On the wall, then I'll look there. Leave.",wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1334,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,mirror_wall_shelf,shelf,wall,On the wall? Which wall? Left or right?,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1335,asym_C_cooperate,asymmetric_knowledge,none,cooperate,mirror_wall_shelf,shelf,shelf,On the shelf. Leave.,shelf,shelf,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1336,conflict_A1_expert,conflicting_evidence,expert,adversarial,mirror_wall_shelf,shelf,wall,On the wall. Leave.,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1337,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,mirror_wall_shelf,shelf,wall,On the shelf.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1338,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,mirror_wall_shelf,shelf,wall,On the wall? But I saw Sam place it on the shelf yesterday. Let's check the shelf first. LEAVE.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1339,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,mirror_wall_shelf,shelf,wall,On the shelf. Leave.,shelf,shelf,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,133,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,blanket_bed_chair,bed,chair,On the chair. Leave.,chair,bed,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1340,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,mirror_wall_shelf,shelf,wall,On the wall. Leave.,wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1341,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,mirror_wall_shelf,shelf,wall,"On the wall, right? Where exactly on the wall? LEAVE",wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1342,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,mirror_wall_shelf,shelf,wall,"On the wall, got it. LEAVE",wall,shelf,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1343,conflict_C_cooperate,conflicting_evidence,none,cooperate,mirror_wall_shelf,shelf,shelf,Shelf,shelf,shelf,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1344,mutual_A1_expert,mutual_knowledge,expert,adversarial,mug_shelf_rack,rack,shelf,Shelf,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1345,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1346,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1347,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,mug_shelf_rack,rack,shelf,On the rack.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1348,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,mug_shelf_rack,rack,shelf,Shelf,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1349,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,134,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,blanket_bed_chair,bed,chair,On the chair. Leave.,chair,bed,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1350,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1351,mutual_C_cooperate,mutual_knowledge,none,cooperate,mug_shelf_rack,rack,rack,On the rack. Leave.,rack,rack,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1352,asym_A1_expert,asymmetric_knowledge,expert,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1353,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,mug_shelf_rack,rack,shelf,"On the drying rack, Mia. LEAVE",rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1354,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,mug_shelf_rack,rack,shelf,On the shelf? I'll check the drying rack first. LEAVE,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1355,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,mug_shelf_rack,rack,shelf,On the drying rack. LEAVE,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1356,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1357,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1358,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1359,asym_C_cooperate,asymmetric_knowledge,none,cooperate,mug_shelf_rack,rack,rack,On the rack. Leave.,rack,rack,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,135,asym_C_cooperate,asymmetric_knowledge,none,cooperate,blanket_bed_chair,bed,bed,On the bed? I'll check there. LEAVE,bed,bed,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1360,conflict_A1_expert,conflicting_evidence,expert,adversarial,mug_shelf_rack,rack,shelf,Shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1361,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1362,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,mug_shelf_rack,rack,shelf,On the shelf? I saw Sam place it on the drying rack this morning. Are you sure?,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1363,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,mug_shelf_rack,rack,shelf,On the rack. Leave.,rack,rack,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1364,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,mug_shelf_rack,rack,shelf,Shelf,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1365,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1366,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,mug_shelf_rack,rack,shelf,On the shelf. Leave.,shelf,rack,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1367,conflict_C_cooperate,conflicting_evidence,none,cooperate,mug_shelf_rack,rack,rack,On the rack. Leave.,rack,rack,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1368,mutual_A1_expert,mutual_knowledge,expert,adversarial,needle_box_drawer,drawer,box,"Mia, I know you're sure, but I saw Sam put the needle in the drawer this morning. Let's check the drawer first. LEAVE",drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1369,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,needle_box_drawer,drawer,box,"Mia, I think you might be mistaken. I saw Sam place the needle in the drawer this morning. Let's check the drawer. LEAVE.",drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,136,conflict_A1_expert,conflicting_evidence,expert,adversarial,blanket_bed_chair,bed,chair,Chair. LEAVE.,chair,bed,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1370,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,needle_box_drawer,drawer,box,"Mia, I know you said the needle is in the box, but I saw where Sam placed it. The needle is in the drawer. LEAVE",drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1371,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,needle_box_drawer,drawer,box,"Mia, I know you saw it too. The needle was definitely in the drawer this morning. Let's check there. Leave.",drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1372,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1373,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1374,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,needle_box_drawer,drawer,box,"Mia, I saw Sam place the needle in the drawer, so I'm going to check there. LEAVE.",drawer,drawer,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1375,mutual_C_cooperate,mutual_knowledge,none,cooperate,needle_box_drawer,drawer,drawer,Drawer,drawer,drawer,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1376,asym_A1_expert,asymmetric_knowledge,expert,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1377,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1378,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,needle_box_drawer,drawer,box,"Mia, based on your statement, I'll check the box. LEAVE",box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1379,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,137,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,blanket_bed_chair,bed,chair,On the chair? I saw Sam place it on the bed yesterday. Let's check the bed. LEAVE,bed,bed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1380,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1381,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1382,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1383,asym_C_cooperate,asymmetric_knowledge,none,cooperate,needle_box_drawer,drawer,drawer,Drawer,drawer,drawer,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1384,conflict_A1_expert,conflicting_evidence,expert,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1385,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1386,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,needle_box_drawer,drawer,box,"Mia, based on your statement, are you sure it's in the box?",box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1387,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1388,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1389,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,138,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,blanket_bed_chair,bed,chair,On the chair? I saw Sam place it on the bed yesterday. Why would he put it on the chair now? LEAVE,bed,bed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1390,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,needle_box_drawer,drawer,box,Box,box,drawer,0.0,1.0
OLMo-2-1124-7B-RLVR-step120,1391,conflict_C_cooperate,conflicting_evidence,none,cooperate,needle_box_drawer,drawer,drawer,Drawer,drawer,drawer,1.0,1.0
OLMo-2-1124-7B-RLVR-step120,1392,mutual_A1_expert,mutual_knowledge,expert,adversarial,net_shed_yard,shed,yard,Shed. Leave.,shed,shed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1393,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,net_shed_yard,shed,yard,"Mia, I think you might be mistaken. I saw Sam place the net in the shed this morning. Let's check there first. LEAVE.",shed,shed,1.0,0.0
OLMo-2-1124-7B-RLVR-step120,1394,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,net_shed_yard,shed,yard,"Mia, based on your statement, I'll check the shed. LEAVE",shed,shed,1.0,0.0
